plasmid	contig	contig_len
GT_2	32	33662
GT_2	39	13727
GT_2	40	9303
GT_2	42	8301
GT_2	43	7762
GT_2	44	7065
GT_2	46	5828
GT_2	50	4493
GT_2	53	2864
GT_2	54	2669
GT_2	55	2327
GT_2	63	1380
GT_2	64	1160
GT_2	66	1150
GT_2	67	992
GT_2	69	988
GT_2	71	968
GT_2	72	954
GT_2	74	838
GT_2	75	800
GT_2	76	715
GT_2	81	491
GT_2	84	457
GT_2	85	413
GT_2	88	389
GT_2	89	382
GT_2	93	339
GT_2	94	331
GT_2	95	331
GT_2	96	299
GT_2	97	287
GT_2	98	287
GT_2	99	282
GT_2	100	258
GT_2	102	251
GT_2	103	247
GT_2	104	245
GT_2	119	162
GT_2	120	162
GT_2	121	162
GT_2	122	157
GT_2	124	156
GT_2	125	156
GT_2	130	143
GT_2	131	134
GT_2	132	133
GT_2	134	131
GT_2	135	130
GT_2	138	126
GT_2	140	115

GT_3	25	50311
GT_3	36	19348
GT_3	47	5687
GT_3	48	5637
GT_3	52	3722
GT_3	54	2669
GT_3	63	1380
GT_3	65	1157
GT_3	68	988
GT_3	70	970
GT_3	71	968
GT_3	72	954
GT_3	75	800
GT_3	78	544
GT_3	79	536
GT_3	82	485
GT_3	84	457
GT_3	88	389
GT_3	90	376
GT_3	93	339
GT_3	96	299
GT_3	97	287
GT_3	98	287
GT_3	100	258
GT_3	102	251
GT_3	103	247
GT_3	104	245
GT_3	119	162
GT_3	120	162
GT_3	122	157
GT_3	130	143
GT_3	131	134
GT_3	132	133
GT_3	134	131
GT_3	135	130
GT_3	138	126
GT_3	140	115

GT_4	49	5386

GT_5	58	2096

