plasmid	contig	contig_len
HY_plasmid_0	135	130
HY_plasmid_0	97	287
HY_plasmid_0	104	245
HY_plasmid_0	189	19
HY_plasmid_0	134	131
HY_plasmid_0	175	46
HY_plasmid_0	119	162
HY_plasmid_0	65	1157
HY_plasmid_0	122	157
HY_plasmid_0	55	2327
HY_plasmid_0	84	457
HY_plasmid_0	52	3722
HY_plasmid_0	93	339
HY_plasmid_0	138	126
HY_plasmid_0	130	143
HY_plasmid_0	47	5687
HY_plasmid_0	63	1380
HY_plasmid_0	78	544
HY_plasmid_0	54	2669
HY_plasmid_0	67	992
HY_plasmid_0	131	134
HY_plasmid_0	69	988
HY_plasmid_0	102	251
HY_plasmid_0	150	79
HY_plasmid_0	120	162
HY_plasmid_0	25	50311
HY_plasmid_0	79	536
HY_plasmid_0	36	19348
HY_plasmid_0	71	968

HY_plasmid_1	135	130
HY_plasmid_1	98	287
HY_plasmid_1	104	245
HY_plasmid_1	188	19
HY_plasmid_1	134	131
HY_plasmid_1	174	46
HY_plasmid_1	119	162
HY_plasmid_1	64	1160
HY_plasmid_1	122	157
HY_plasmid_1	48	5637
HY_plasmid_1	84	457
HY_plasmid_1	50	4493
HY_plasmid_1	180	42
HY_plasmid_1	159	64
HY_plasmid_1	182	42

HY_plasmid_3	130	143
HY_plasmid_3	140	115
HY_plasmid_3	93	339
HY_plasmid_3	148	82
HY_plasmid_3	147	82
HY_plasmid_3	89	382
HY_plasmid_3	182	42
HY_plasmid_3	161	64
HY_plasmid_3	181	42
HY_plasmid_3	125	156
HY_plasmid_3	40	9303

HY_plasmid_4	46	5828

HY_plasmid_10	180	42
HY_plasmid_10	161	64
HY_plasmid_10	183	42
HY_plasmid_10	89	382
HY_plasmid_10	146	82
HY_plasmid_10	53	2864
HY_plasmid_10	179	43
HY_plasmid_10	66	1150

HY_plasmid_11	185	34
HY_plasmid_11	85	413
HY_plasmid_11	54	2669
HY_plasmid_11	70	970
HY_plasmid_11	131	134
HY_plasmid_11	68	988
HY_plasmid_11	102	251
HY_plasmid_11	149	79
HY_plasmid_11	120	162
HY_plasmid_11	32	33662
HY_plasmid_11	81	491

HY_plasmid_13	162	63
HY_plasmid_13	121	162
HY_plasmid_13	95	331
HY_plasmid_13	76	715
HY_plasmid_13	166	62
HY_plasmid_13	16	100657

HY_plasmid_24	61	1463
HY_plasmid_24	203	4
HY_plasmid_24	196	11
HY_plasmid_24	118	175
HY_plasmid_24	156	65

