plasmid	contig	contig_len
PBF_P1	146	82
PBF_P1	132	133
PBF_P1	84	457
PBF_P1	130	143
PBF_P1	67	992
PBF_P1	147	82
PBF_P1	221	1
PBF_P1	81	491
PBF_P1	125	156
PBF_P1	102	251
PBF_P1	149	79
PBF_P1	69	988
PBF_P1	54	2669
PBF_P1	32	33662
PBF_P1	150	79
PBF_P1	66	1150
PBF_P1	138	126
PBF_P1	47	5687
PBF_P1	124	156
PBF_P1	85	413
PBF_P1	46	5828
PBF_P1	25	50311
PBF_P1	53	2864
PBF_P1	78	544
PBF_P1	120	162
PBF_P1	63	1380
PBF_P1	79	536
PBF_P1	180	42
PBF_P1	40	9303
PBF_P1	99	282
PBF_P1	140	115
PBF_P1	36	19348
PBF_P1	159	64
PBF_P1	179	43
PBF_P1	74	838
PBF_P1	148	82
PBF_P1	52	3722
PBF_P1	131	134
PBF_P1	70	970
PBF_P1	161	64
PBF_P1	185	34
PBF_P1	55	2327
PBF_P1	93	339
PBF_P1	182	42
PBF_P1	89	382
PBF_P1	68	988

PBF_P2	50	4493

PBF_P3	54	2669
PBF_P3	132	133
PBF_P3	147	82
PBF_P3	161	64
PBF_P3	180	42
PBF_P3	40	9303
PBF_P3	185	34
PBF_P3	182	42
PBF_P3	125	156
PBF_P3	89	382
PBF_P3	46	5828
PBF_P3	85	413

