plasmid	contig	contig_len
HY_plasmid_0	122	141
HY_plasmid_0	144	91
HY_plasmid_0	20	57331
HY_plasmid_0	50	1331
HY_plasmid_0	31	22465
HY_plasmid_0	129	127
HY_plasmid_0	119	151
HY_plasmid_0	45	2581
HY_plasmid_0	26	36788
HY_plasmid_0	46	2360

HY_plasmid_1	79	338
HY_plasmid_1	24	39749
HY_plasmid_1	71	403

HY_plasmid_2	79	338
HY_plasmid_2	43	3167
HY_plasmid_2	46	2360

HY_plasmid_3	46	2360
HY_plasmid_3	41	3802
HY_plasmid_3	129	127

HY_plasmid_4	79	338
HY_plasmid_4	33	14031
HY_plasmid_4	122	141

HY_plasmid_5	71	403
HY_plasmid_5	30	23544
HY_plasmid_5	46	2360

HY_plasmid_6	71	403
HY_plasmid_6	65	641
HY_plasmid_6	48	1365
HY_plasmid_6	111	167
HY_plasmid_6	66	558
HY_plasmid_6	75	389
HY_plasmid_6	35	12257

HY_plasmid_10	46	2360
HY_plasmid_10	37	7551

HY_plasmid_17	39	4110
HY_plasmid_17	165	40
HY_plasmid_17	44	2989
HY_plasmid_17	134	117
HY_plasmid_17	150	64

