plasmid	contig	contig_len
HY_plasmid_0	125	276
HY_plasmid_0	103	398
HY_plasmid_0	39	14920
HY_plasmid_0	194	122

HY_plasmid_1	85	630
HY_plasmid_1	222	75
HY_plasmid_1	185	135
HY_plasmid_1	242	30
HY_plasmid_1	140	221
HY_plasmid_1	34	21941
HY_plasmid_1	215	82

HY_plasmid_2	191	130
HY_plasmid_2	41	13975
HY_plasmid_2	61	2577
HY_plasmid_2	42	12565
HY_plasmid_2	177	148
HY_plasmid_2	98	421
HY_plasmid_2	96	438

HY_plasmid_3	132	257
HY_plasmid_3	25	42005
HY_plasmid_3	61	2577
HY_plasmid_3	194	122
HY_plasmid_3	37	19191
HY_plasmid_3	217	82
HY_plasmid_3	237	45
HY_plasmid_3	234	59
HY_plasmid_3	250	6
HY_plasmid_3	161	173
HY_plasmid_3	114	331
HY_plasmid_3	134	249
HY_plasmid_3	131	261
HY_plasmid_3	231	64
HY_plasmid_3	190	130
HY_plasmid_3	203	111
HY_plasmid_3	111	339
HY_plasmid_3	229	65

HY_plasmid_4	181	145
HY_plasmid_4	161	173
HY_plasmid_4	250	6
HY_plasmid_4	234	59
HY_plasmid_4	237	45
HY_plasmid_4	215	82
HY_plasmid_4	33	23184
HY_plasmid_4	70	1073
HY_plasmid_4	151	201
HY_plasmid_4	220	76
HY_plasmid_4	208	97
HY_plasmid_4	36	19515
HY_plasmid_4	133	252
HY_plasmid_4	127	273
HY_plasmid_4	105	373
HY_plasmid_4	144	217
HY_plasmid_4	142	218
HY_plasmid_4	75	902

HY_plasmid_5	135	247
HY_plasmid_5	57	2899
HY_plasmid_5	61	2577
HY_plasmid_5	194	122
HY_plasmid_5	50	4943
HY_plasmid_5	217	82
HY_plasmid_5	237	45
HY_plasmid_5	235	59
HY_plasmid_5	250	6
HY_plasmid_5	161	173
HY_plasmid_5	181	145

HY_plasmid_6	189	131
HY_plasmid_6	159	178
HY_plasmid_6	174	159
HY_plasmid_6	77	837
HY_plasmid_6	136	244
HY_plasmid_6	31	26049
HY_plasmid_6	194	122
HY_plasmid_6	61	2577
HY_plasmid_6	197	118
HY_plasmid_6	161	173
HY_plasmid_6	181	145

HY_plasmid_7	132	257
HY_plasmid_7	45	11671
HY_plasmid_7	67	1323
HY_plasmid_7	147	210
HY_plasmid_7	163	167

HY_plasmid_9	132	257
HY_plasmid_9	44	12138

HY_plasmid_10	129	265
HY_plasmid_10	27	34660
HY_plasmid_10	235	59
HY_plasmid_10	250	6
HY_plasmid_10	161	173
HY_plasmid_10	181	145

HY_plasmid_13	65	1552

HY_plasmid_14	74	948
HY_plasmid_14	29	31233

HY_plasmid_16	48	6655

HY_plasmid_17	138	238
HY_plasmid_17	212	87
HY_plasmid_17	61	2577
HY_plasmid_17	194	122
HY_plasmid_17	89	514
HY_plasmid_17	101	412
HY_plasmid_17	115	326
HY_plasmid_17	157	180
HY_plasmid_17	247	8
HY_plasmid_17	192	129
HY_plasmid_17	175	158
HY_plasmid_17	173	161

HY_plasmid_23	66	1449
HY_plasmid_23	104	375
HY_plasmid_23	55	3037
HY_plasmid_23	200	114
HY_plasmid_23	193	123

HY_plasmid_26	58	2891
HY_plasmid_26	38	15490
HY_plasmid_26	67	1323
HY_plasmid_26	146	210
HY_plasmid_26	163	167

