plasmid	contig	contig_len
HY_plasmid_0	179	115
HY_plasmid_0	209	64
HY_plasmid_0	240	8
HY_plasmid_0	131	257
HY_plasmid_0	48	15482
HY_plasmid_0	242	8
HY_plasmid_0	180	115
HY_plasmid_0	135	242
HY_plasmid_0	206	70
HY_plasmid_0	61	2746
HY_plasmid_0	221	43
HY_plasmid_0	108	427
HY_plasmid_0	66	1343
HY_plasmid_0	37	38992
HY_plasmid_0	174	132
HY_plasmid_0	62	2439
HY_plasmid_0	205	70
HY_plasmid_0	233	12
HY_plasmid_0	40	23307
HY_plasmid_0	172	138
HY_plasmid_0	94	547
HY_plasmid_0	85	640

HY_plasmid_2	102	486
HY_plasmid_2	196	82
HY_plasmid_2	220	45
HY_plasmid_2	91	566
HY_plasmid_2	41	21668
HY_plasmid_2	227	33
HY_plasmid_2	160	151
HY_plasmid_2	77	844
HY_plasmid_2	183	111
HY_plasmid_2	172	138
HY_plasmid_2	215	55
HY_plasmid_2	42	21493
HY_plasmid_2	167	143
HY_plasmid_2	86	613
HY_plasmid_2	139	205
HY_plasmid_2	128	282
HY_plasmid_2	161	150
HY_plasmid_2	169	143
HY_plasmid_2	210	63

HY_plasmid_3	79	820
HY_plasmid_3	57	7043
HY_plasmid_3	46	17725
HY_plasmid_3	228	33
HY_plasmid_3	160	151
HY_plasmid_3	77	844
HY_plasmid_3	183	111
HY_plasmid_3	172	138
HY_plasmid_3	215	55
HY_plasmid_3	45	18533
HY_plasmid_3	92	562
HY_plasmid_3	175	128

HY_plasmid_10	49	14753

HY_plasmid_11	54	9246
HY_plasmid_11	153	166
HY_plasmid_11	47	16500
HY_plasmid_11	154	163

HY_plasmid_12	64	1550

HY_plasmid_14	154	163
HY_plasmid_14	113	363
HY_plasmid_14	120	303
HY_plasmid_14	137	219
HY_plasmid_14	150	171
HY_plasmid_14	132	254
HY_plasmid_14	59	5320

