plasmid	contig	contig_len
HY_plasmid_0	86	629
HY_plasmid_0	51	14411
HY_plasmid_0	69	1268
HY_plasmid_0	205	62
HY_plasmid_0	64	1752
HY_plasmid_0	208	62
HY_plasmid_0	31	68808
HY_plasmid_0	206	62
HY_plasmid_0	20	102101
HY_plasmid_0	88	616
HY_plasmid_0	173	128
HY_plasmid_0	141	204
HY_plasmid_0	90	573

HY_plasmid_4	32	63318

HY_plasmid_5	151	170
HY_plasmid_5	40	40377
HY_plasmid_5	131	228
HY_plasmid_5	33	59457
HY_plasmid_5	236	15
HY_plasmid_5	120	266
HY_plasmid_5	185	83
HY_plasmid_5	166	140
HY_plasmid_5	178	103
HY_plasmid_5	152	169
HY_plasmid_5	101	422
HY_plasmid_5	142	200
HY_plasmid_5	147	182

HY_plasmid_14	74	1051
HY_plasmid_14	97	507
HY_plasmid_14	139	210
HY_plasmid_14	254	5
HY_plasmid_14	169	134
HY_plasmid_14	148	176
HY_plasmid_14	165	142
HY_plasmid_14	216	54
HY_plasmid_14	197	69

