plasmid	contig	contig_len
HY_plasmid_0	104	1719
HY_plasmid_0	111	1341
HY_plasmid_0	59	15113

HY_plasmid_1	228	207
HY_plasmid_1	76	5428
HY_plasmid_1	270	139

HY_plasmid_2	270	139
HY_plasmid_2	90	3155

HY_plasmid_3	95	2628
HY_plasmid_3	242	188
HY_plasmid_3	67	7562
HY_plasmid_3	189	297
HY_plasmid_3	108	1490

HY_plasmid_4	228	207
HY_plasmid_4	63	10303
HY_plasmid_4	300	116
HY_plasmid_4	181	313
HY_plasmid_4	311	100
HY_plasmid_4	168	363
HY_plasmid_4	180	314
HY_plasmid_4	175	328

HY_plasmid_5	75	5569

HY_plasmid_11	265	149
HY_plasmid_11	342	58
HY_plasmid_11	157	398
HY_plasmid_11	29	58442
HY_plasmid_11	335	63
HY_plasmid_11	244	182
HY_plasmid_11	204	259
HY_plasmid_11	298	121
HY_plasmid_11	222	221
HY_plasmid_11	154	424
HY_plasmid_11	338	62
HY_plasmid_11	17	92324
HY_plasmid_11	294	124
HY_plasmid_11	350	50
HY_plasmid_11	316	86
HY_plasmid_11	299	120
HY_plasmid_11	327	73
HY_plasmid_11	92	2812
HY_plasmid_11	351	49
HY_plasmid_11	216	241
HY_plasmid_11	357	29

HY_plasmid_12	116	1165
HY_plasmid_12	35	42509
HY_plasmid_12	309	101
HY_plasmid_12	358	27
HY_plasmid_12	289	127
HY_plasmid_12	239	190
HY_plasmid_12	355	42
HY_plasmid_12	199	270
HY_plasmid_12	364	12
HY_plasmid_12	32	54545
HY_plasmid_12	335	63
HY_plasmid_12	244	182
HY_plasmid_12	204	259
HY_plasmid_12	298	121
HY_plasmid_12	222	221
HY_plasmid_12	154	424
HY_plasmid_12	339	62
HY_plasmid_12	51	19326

HY_plasmid_26	98	2089

HY_plasmid_27	116	1165
HY_plasmid_27	78	5328
HY_plasmid_27	364	12
HY_plasmid_27	199	270
HY_plasmid_27	354	43
HY_plasmid_27	240	189
HY_plasmid_27	289	127
HY_plasmid_27	359	27

HY_plasmid_32	357	29
HY_plasmid_32	173	333
HY_plasmid_32	351	49
HY_plasmid_32	92	2812
HY_plasmid_32	328	73
HY_plasmid_32	336	63
HY_plasmid_32	344	57
HY_plasmid_32	316	86
HY_plasmid_32	330	68
HY_plasmid_32	362	12
HY_plasmid_32	247	173

HY_plasmid_33	181	313
HY_plasmid_33	302	116
HY_plasmid_33	58	15127

HY_plasmid_35	116	1165
HY_plasmid_35	50	21482
HY_plasmid_35	364	12

