plasmid	contig	contig_len
HY_plasmid_0	195	34
HY_plasmid_0	169	87
HY_plasmid_0	141	149
HY_plasmid_0	53	2859
HY_plasmid_0	175	73
HY_plasmid_0	83	533
HY_plasmid_0	56	2669
HY_plasmid_0	34	29949
HY_plasmid_0	57	2532
HY_plasmid_0	47	4373
HY_plasmid_0	205	18
HY_plasmid_0	109	242
HY_plasmid_0	202	27
HY_plasmid_0	168	88
HY_plasmid_0	178	67

HY_plasmid_1	219	4
HY_plasmid_1	163	101
HY_plasmid_1	139	156
HY_plasmid_1	44	9441
HY_plasmid_1	81	541
HY_plasmid_1	172	82
HY_plasmid_1	109	242
HY_plasmid_1	202	27

HY_plasmid_2	116	198
HY_plasmid_2	65	1382
HY_plasmid_2	42	15589
HY_plasmid_2	115	201

HY_plasmid_3	87	500
HY_plasmid_3	117	193
HY_plasmid_3	102	328
HY_plasmid_3	192	39
HY_plasmid_3	123	187
HY_plasmid_3	103	325
HY_plasmid_3	112	225
HY_plasmid_3	49	3915
HY_plasmid_3	92	429

HY_plasmid_4	219	4
HY_plasmid_4	163	101
HY_plasmid_4	139	156
HY_plasmid_4	45	8311
HY_plasmid_4	138	156

HY_plasmid_5	219	4
HY_plasmid_5	163	101
HY_plasmid_5	46	7277
HY_plasmid_5	115	201
HY_plasmid_5	166	96
HY_plasmid_5	111	229
HY_plasmid_5	130	167
HY_plasmid_5	93	413
HY_plasmid_5	133	166
HY_plasmid_5	73	802
HY_plasmid_5	80	545
HY_plasmid_5	140	151

HY_plasmid_7	60	2247
HY_plasmid_7	172	82
HY_plasmid_7	109	242
HY_plasmid_7	151	115
HY_plasmid_7	177	67

HY_plasmid_8	62	1493
HY_plasmid_8	59	2278
HY_plasmid_8	55	2699
HY_plasmid_8	75	624
HY_plasmid_8	37	18994
HY_plasmid_8	57	2532
HY_plasmid_8	24	52052
HY_plasmid_8	56	2669
HY_plasmid_8	128	177
HY_plasmid_8	141	149

HY_plasmid_10	219	4
HY_plasmid_10	163	101
HY_plasmid_10	139	156
HY_plasmid_10	67	1150
HY_plasmid_10	191	43
HY_plasmid_10	52	2863
HY_plasmid_10	181	65
HY_plasmid_10	205	18
HY_plasmid_10	109	242
HY_plasmid_10	151	115
HY_plasmid_10	177	67

HY_plasmid_12	178	67
HY_plasmid_12	151	115
HY_plasmid_12	109	242
HY_plasmid_12	172	82
HY_plasmid_12	38	17832
HY_plasmid_12	57	2532
HY_plasmid_12	31	31325
HY_plasmid_12	98	372
HY_plasmid_12	76	609

HY_plasmid_13	61	1552

HY_plasmid_15	180	65
HY_plasmid_15	95	392
HY_plasmid_15	108	257
HY_plasmid_15	198	32
HY_plasmid_15	86	500
HY_plasmid_15	82	535
HY_plasmid_15	127	182
HY_plasmid_15	30	33768

HY_plasmid_16	99	355
HY_plasmid_16	208	10
HY_plasmid_16	113	221
HY_plasmid_16	189	54
HY_plasmid_16	75	624
HY_plasmid_16	77	561

HY_plasmid_24	207	14
HY_plasmid_24	63	1466
HY_plasmid_24	106	281
HY_plasmid_24	201	32
HY_plasmid_24	134	163

HY_plasmid_25	206	14
HY_plasmid_25	63	1466
HY_plasmid_25	97	373

HY_plasmid_26	54	2788
HY_plasmid_26	187	57

