plasmid	contig	contig_len
PBF_P1	81	541
PBF_P1	191	43
PBF_P1	149	122
PBF_P1	151	115
PBF_P1	163	101
PBF_P1	56	2669
PBF_P1	109	242
PBF_P1	34	29949
PBF_P1	60	2247
PBF_P1	67	1150
PBF_P1	44	9441
PBF_P1	83	533
PBF_P1	175	73
PBF_P1	53	2859
PBF_P1	172	82
PBF_P1	139	156
PBF_P1	244	0
PBF_P1	178	67
PBF_P1	24	52052
PBF_P1	52	2863
PBF_P1	219	4
PBF_P1	57	2532
PBF_P1	169	87
PBF_P1	141	149
PBF_P1	116	198
PBF_P1	195	34
PBF_P1	46	7277
PBF_P1	242	1
PBF_P1	181	65
PBF_P1	205	18

PBF_P2	81	541
PBF_P2	149	122
PBF_P2	151	115
PBF_P2	163	101
PBF_P2	56	2669
PBF_P2	109	242
PBF_P2	34	29949
PBF_P2	60	2247
PBF_P2	177	67
PBF_P2	44	9441
PBF_P2	175	73
PBF_P2	53	2859
PBF_P2	172	82
PBF_P2	139	156
PBF_P2	244	0
PBF_P2	128	177
PBF_P2	24	52052
PBF_P2	219	4
PBF_P2	57	2532
PBF_P2	141	149
PBF_P2	171	84
PBF_P2	116	198
PBF_P2	195	34
PBF_P2	46	7277
PBF_P2	242	1

PBF_P3	57	2532
PBF_P3	56	2669
PBF_P3	31	31325
PBF_P3	34	29949

PBF_P4	166	96
PBF_P4	81	541
PBF_P4	49	3915
PBF_P4	151	115
PBF_P4	79	545
PBF_P4	163	101
PBF_P4	109	242
PBF_P4	132	166
PBF_P4	60	2247
PBF_P4	44	9441
PBF_P4	172	82
PBF_P4	139	156
PBF_P4	244	0
PBF_P4	130	167
PBF_P4	92	429
PBF_P4	225	1
PBF_P4	178	67
PBF_P4	223	1
PBF_P4	140	151
PBF_P4	111	229
PBF_P4	219	4
PBF_P4	115	201
PBF_P4	46	7277
PBF_P4	73	802
PBF_P4	93	413

PBF_P5	42	15589

PBF_P6	31	31325

