plasmid	contig	contig_len
HY_plasmid_0	71	3609

HY_plasmid_2	247	197
HY_plasmid_2	57	9266
HY_plasmid_2	145	502
HY_plasmid_2	258	184

HY_plasmid_5	358	111
HY_plasmid_5	434	18
HY_plasmid_5	150	461
HY_plasmid_5	332	136
HY_plasmid_5	390	60
HY_plasmid_5	28	55814

HY_plasmid_6	113	834
HY_plasmid_6	355	112
HY_plasmid_6	70	4102
HY_plasmid_6	81	1769
HY_plasmid_6	82	1709
HY_plasmid_6	390	60
HY_plasmid_6	332	136
HY_plasmid_6	150	461
HY_plasmid_6	358	111
HY_plasmid_6	58	8987

HY_plasmid_7	162	387
HY_plasmid_7	407	35
HY_plasmid_7	221	229
HY_plasmid_7	50	13579
HY_plasmid_7	341	129

HY_plasmid_8	85	1573

