1	1	100.000	373036	0	0	1	373036	3256342	2883307	0.0	6.889e+05
1	1	91.032	3334	233	38	369377	372663	4127763	4131077	0.0	4440
1	1	91.862	2347	149	29	370343	372663	1870286	1867956	0.0	3238
1	1	90.636	2328	187	25	370375	372685	4031335	4029022	0.0	3062
1	1	95.680	949	40	1	370375	371322	489793	488845	0.0	1524
1	1	89.343	1004	86	13	369338	370325	490930	489932	0.0	1242
1	1	88.834	1012	86	15	369337	370325	1871944	1870937	0.0	1218
1	1	79.144	1261	261	2	212781	214040	3040372	3039113	0.0	870
1	1	79.160	1262	259	4	215971	217230	3043562	3042303	0.0	870
1	1	95.333	450	21	0	166381	166830	3089849	3089400	0.0	715
1	1	95.333	450	21	0	166494	166943	3089962	3089513	0.0	715
1	1	87.934	605	58	11	314394	314987	2941621	2941021	0.0	699
1	1	87.934	605	58	11	314722	315322	2941949	2941356	0.0	699
1	1	92.969	384	27	0	369953	370336	4031846	4031463	3.31e-157	560
1	1	96.142	337	13	0	166381	166717	3089736	3089400	1.99e-154	551
1	1	96.142	337	13	0	166607	166943	3089962	3089626	1.99e-154	551
1	1	87.472	439	40	5	369377	369801	4032399	4031962	1.22e-136	492
1	1	94.118	272	15	1	240748	241019	1578126	1578396	9.80e-113	412
1	1	94.196	224	13	0	166381	166604	3089623	3089400	1.30e-91	342
1	1	94.196	224	13	0	166720	166943	3089962	3089739	1.30e-91	342
1	1	89.130	276	18	4	369334	369597	3962442	3962167	7.84e-89	333
1	1	88.304	171	19	1	369067	369237	4127086	4127255	6.42e-50	204
1	1	91.429	140	10	2	180010	180148	3494061	3493923	5.00e-46	191
1	1	87.730	163	19	1	368737	368898	2873287	2873449	1.80e-45	189
1	1	91.241	137	12	0	180012	180148	2619123	2619259	6.46e-45	187
1	1	88.816	152	15	2	180006	180156	1234280	1234130	2.32e-44	185
1	1	88.667	150	15	2	180008	180156	3325057	3325205	3.01e-43	182
1	1	87.179	156	20	0	180006	180161	3336141	3335986	3.89e-42	178
1	1	85.185	189	9	8	124118	124287	298173	297985	1.40e-41	176
1	1	85.185	189	9	8	124118	124287	298273	298085	1.40e-41	176
1	1	85.185	189	9	8	124118	124287	298373	298185	1.40e-41	176
1	1	87.261	157	17	3	180006	180160	1562775	1562930	1.40e-41	176
1	1	86.420	162	19	3	180005	180164	4521067	4520907	5.03e-41	174
1	1	88.811	143	12	3	180010	180150	1338225	1338085	1.81e-40	172
1	1	89.209	139	13	2	328331	328469	1578283	1578147	1.81e-40	172
1	1	87.248	149	19	0	180001	180149	1322230	1322378	6.51e-40	171
1	1	87.248	149	16	3	180003	180149	790344	790197	8.42e-39	167
1	1	84.211	190	10	7	124118	124287	1154070	1154259	8.42e-39	167
1	1	86.667	150	20	0	180013	180162	1647446	1647595	8.42e-39	167
1	1	88.489	139	14	2	240770	240906	2927874	2928012	8.42e-39	167
1	1	88.489	139	14	2	328331	328469	3015437	3015573	8.42e-39	167
1	1	88.732	142	4	1	113503	113644	3142645	3142516	1.09e-37	163
1	1	88.732	142	4	1	113698	113827	3142840	3142699	1.09e-37	163
1	1	84.118	170	26	1	369067	369236	4033076	4032908	1.09e-37	163
1	1	85.897	156	18	4	180006	180159	4595762	4595915	1.09e-37	163
1	1	86.364	154	14	5	180001	180149	4286396	4286547	3.92e-37	161
1	1	83.243	185	16	7	124118	124287	4986151	4986335	1.82e-35	156
1	1	82.796	186	14	10	124118	124287	138654	138837	8.48e-34	150
1	1	86.014	143	17	3	180014	180155	1464357	1464217	8.48e-34	150
1	1	89.916	119	9	3	180033	180149	1481043	1480926	8.48e-34	150
1	1	82.486	177	25	4	180018	180190	3856835	3857009	8.48e-34	150
1	1	84.932	146	20	2	180001	180145	3915468	3915612	1.10e-32	147
1	1	82.105	190	14	7	124118	124287	910532	910721	3.95e-32	145
1	1	90.090	111	11	0	166381	166491	3089510	3089400	3.95e-32	145
1	1	90.090	111	11	0	166833	166943	3089962	3089852	3.95e-32	145
1	1	87.023	131	13	3	180016	180144	3463889	3463761	3.95e-32	145
1	1	88.333	120	11	2	180014	180132	48445	48562	5.10e-31	141
1	1	81.579	190	15	8	124118	124287	581768	581957	1.84e-30	139
1	1	83.019	159	22	4	180006	180161	5040057	5040213	1.84e-30	139
1	1	90.741	108	2	5	131039	131139	298273	298379	6.60e-30	137
1	1	84.286	140	22	0	180006	180145	1135371	1135510	6.60e-30	137
1	1	84.138	145	20	3	180006	180149	1506396	1506254	6.60e-30	137
1	1	85.606	132	17	2	180019	180149	4223503	4223373	6.60e-30	137
1	1	85.075	134	18	2	180001	180133	381155	381287	2.37e-29	135
1	1	80.198	202	22	9	154415	154613	1006381	1006195	2.37e-29	135
1	1	85.612	139	6	5	124165	124289	1154022	1154160	8.54e-29	134
1	1	96.341	82	2	1	124119	124200	3132136	3132056	8.54e-29	134
1	1	96.341	82	2	1	124207	124287	3132224	3132143	8.54e-29	134
