plasmid	contig	contig_len
HY_plasmid_0	115	428
HY_plasmid_0	229	82
HY_plasmid_0	35	41076
HY_plasmid_0	149	232
HY_plasmid_0	97	671
HY_plasmid_0	81	1786
HY_plasmid_0	69	3702
HY_plasmid_0	66	4248
HY_plasmid_0	92	820
HY_plasmid_0	80	1916
HY_plasmid_0	65	4386
HY_plasmid_0	44	19781
HY_plasmid_0	75	2699
HY_plasmid_0	37	33760
HY_plasmid_0	76	2581
HY_plasmid_0	56	7676
HY_plasmid_0	230	82

HY_plasmid_1	38	32950

HY_plasmid_2	149	232
HY_plasmid_2	82	1495
HY_plasmid_2	132	309
HY_plasmid_2	51	10022

HY_plasmid_3	92	820
HY_plasmid_3	89	1040

HY_plasmid_4	262	47
HY_plasmid_4	72	2877
HY_plasmid_4	148	233
HY_plasmid_4	20	90652
HY_plasmid_4	112	456
HY_plasmid_4	199	117
HY_plasmid_4	90	1036
HY_plasmid_4	95	743
HY_plasmid_4	101	599
HY_plasmid_4	170	168
HY_plasmid_4	77	2508
HY_plasmid_4	123	367
HY_plasmid_4	59	6740
HY_plasmid_4	55	7894
HY_plasmid_4	175	163
HY_plasmid_4	161	188

HY_plasmid_5	143	257
HY_plasmid_5	48	15522

HY_plasmid_8	192	125
HY_plasmid_8	60	6326
HY_plasmid_8	183	152
HY_plasmid_8	277	24
HY_plasmid_8	167	178

HY_plasmid_10	152	218
HY_plasmid_10	84	1466
HY_plasmid_10	281	14

HY_plasmid_11	131	310
HY_plasmid_11	84	1466
HY_plasmid_11	282	14

HY_plasmid_12	166	182
HY_plasmid_12	96	728
HY_plasmid_12	75	2699
HY_plasmid_12	116	408
HY_plasmid_12	49	13549
HY_plasmid_12	192	125

HY_plasmid_18	198	118
HY_plasmid_18	285	6
HY_plasmid_18	189	136
HY_plasmid_18	257	55
HY_plasmid_18	73	2788

HY_plasmid_20	130	321
HY_plasmid_20	26	72112
HY_plasmid_20	76	2581
HY_plasmid_20	78	2328
HY_plasmid_20	58	6745
HY_plasmid_20	229	82

