plasmid	contig	contig_len
HY_plasmid_0	79	466
HY_plasmid_0	53	3836
HY_plasmid_0	86	409
HY_plasmid_0	89	333
HY_plasmid_0	69	748

HY_plasmid_1	139	129
HY_plasmid_1	44	14013
HY_plasmid_1	86	409
HY_plasmid_1	52	4123
HY_plasmid_1	59	1305
HY_plasmid_1	164	62
HY_plasmid_1	47	10467

HY_plasmid_2	49	5163

HY_plasmid_3	121	179
HY_plasmid_3	29	70699
HY_plasmid_3	93	320

HY_plasmid_6	151	79
HY_plasmid_6	120	179
HY_plasmid_6	64	1076
HY_plasmid_6	68	770

HY_plasmid_9	78	483
HY_plasmid_9	148	98
HY_plasmid_9	105	222
HY_plasmid_9	48	9153
HY_plasmid_9	69	748

