plasmid	contig	contig_len
HY_plasmid_0	63	1819
HY_plasmid_0	229	142
HY_plasmid_0	55	6651
HY_plasmid_0	180	203

HY_plasmid_1	106	477
HY_plasmid_1	96	619
HY_plasmid_1	145	267
HY_plasmid_1	50	9061
HY_plasmid_1	85	903
HY_plasmid_1	267	88
HY_plasmid_1	170	222
HY_plasmid_1	48	11726
HY_plasmid_1	279	63
HY_plasmid_1	293	50
HY_plasmid_1	320	18
HY_plasmid_1	108	461
HY_plasmid_1	57	5523
HY_plasmid_1	281	62

HY_plasmid_3	61	3609

HY_plasmid_4	53	6860
HY_plasmid_4	125	345
HY_plasmid_4	295	50
HY_plasmid_4	169	228
HY_plasmid_4	115	393
HY_plasmid_4	179	206
HY_plasmid_4	23	60129
HY_plasmid_4	105	504
HY_plasmid_4	162	238
HY_plasmid_4	78	927
HY_plasmid_4	244	131
HY_plasmid_4	81	924
HY_plasmid_4	209	168
HY_plasmid_4	273	72
HY_plasmid_4	214	156
HY_plasmid_4	156	254
HY_plasmid_4	248	128

HY_plasmid_6	54	6715

