plasmid	contig	contig_len
GT_2	35	38992
GT_2	38	23307
GT_2	39	21668
GT_2	45	15482
GT_2	50	10100
GT_2	58	2747
GT_2	63	1343
GT_2	74	844
GT_2	79	678
GT_2	84	593
GT_2	88	566
GT_2	91	548
GT_2	105	426
GT_2	110	363
GT_2	115	303
GT_2	125	257
GT_2	126	254
GT_2	129	242
GT_2	132	223
GT_2	138	195
GT_2	139	193
GT_2	146	171
GT_2	148	163
GT_2	154	151
GT_2	163	138
GT_2	165	137
GT_2	167	132
GT_2	171	116
GT_2	172	116
GT_2	173	115
GT_2	174	115
GT_2	177	112
GT_2	179	109

GT_3	43	17725
GT_3	46	14753
GT_3	48	12343
GT_3	53	7588
GT_3	54	7043
GT_3	59	2438
GT_3	61	1550
GT_3	63	1343
GT_3	69	973
GT_3	70	973
GT_3	74	844
GT_3	75	824
GT_3	76	820
GT_3	81	638
GT_3	83	599
GT_3	85	585
GT_3	86	585
GT_3	88	566
GT_3	91	548
GT_3	102	477
GT_3	125	257
GT_3	128	243
GT_3	129	242
GT_3	154	151
GT_3	165	137
GT_3	167	132
GT_3	171	116
GT_3	172	116
GT_3	177	112

