plasmid	contig	contig_len
HY_plasmid_0	106	1719
HY_plasmid_0	114	1341
HY_plasmid_0	61	15113
HY_plasmid_0	367	10

HY_plasmid_1	232	207
HY_plasmid_1	78	5428
HY_plasmid_1	276	139

HY_plasmid_2	92	3155
HY_plasmid_2	276	139

HY_plasmid_3	110	1490
HY_plasmid_3	193	297
HY_plasmid_3	69	7562
HY_plasmid_3	245	188
HY_plasmid_3	97	2628

HY_plasmid_4	232	207
HY_plasmid_4	65	10303
HY_plasmid_4	308	116
HY_plasmid_4	185	313
HY_plasmid_4	317	100
HY_plasmid_4	172	363
HY_plasmid_4	184	314
HY_plasmid_4	179	328

HY_plasmid_5	77	5569

HY_plasmid_6	231	209
HY_plasmid_6	124	913
HY_plasmid_6	229	213
HY_plasmid_6	54	17589
HY_plasmid_6	247	184
HY_plasmid_6	206	259
HY_plasmid_6	306	121
HY_plasmid_6	226	221
HY_plasmid_6	152	485
HY_plasmid_6	17	92325
HY_plasmid_6	302	124
HY_plasmid_6	351	50
HY_plasmid_6	323	86
HY_plasmid_6	288	134
HY_plasmid_6	343	59
HY_plasmid_6	94	2812
HY_plasmid_6	164	396

HY_plasmid_7	247	184
HY_plasmid_7	206	259
HY_plasmid_7	306	121
HY_plasmid_7	226	221
HY_plasmid_7	152	485
HY_plasmid_7	34	44992
HY_plasmid_7	216	249
HY_plasmid_7	285	135
HY_plasmid_7	248	181
HY_plasmid_7	50	23166
HY_plasmid_7	259	158
HY_plasmid_7	81	5285
HY_plasmid_7	211	254
HY_plasmid_7	120	1056
HY_plasmid_7	133	659
HY_plasmid_7	347	53
HY_plasmid_7	118	1168
HY_plasmid_7	122	940
HY_plasmid_7	43	33685

HY_plasmid_8	247	184
HY_plasmid_8	206	259
HY_plasmid_8	306	121
HY_plasmid_8	226	221
HY_plasmid_8	152	485
HY_plasmid_8	46	28403

HY_plasmid_19	247	184
HY_plasmid_19	206	259
HY_plasmid_19	306	121
HY_plasmid_19	226	221
HY_plasmid_19	152	485
HY_plasmid_19	186	313
HY_plasmid_19	308	116
HY_plasmid_19	185	313
HY_plasmid_19	318	100
HY_plasmid_19	172	363
HY_plasmid_19	183	314
HY_plasmid_19	179	328

HY_plasmid_23	119	1165
HY_plasmid_23	80	5328
HY_plasmid_23	363	12
HY_plasmid_23	202	270
HY_plasmid_23	356	42
HY_plasmid_23	242	190
HY_plasmid_23	297	127
HY_plasmid_23	358	27
HY_plasmid_23	315	101
HY_plasmid_23	36	42509

HY_plasmid_28	357	29
HY_plasmid_28	218	241
HY_plasmid_28	352	49
HY_plasmid_28	94	2812
HY_plasmid_28	342	59
HY_plasmid_28	289	134
HY_plasmid_28	323	86
HY_plasmid_28	336	68
HY_plasmid_28	362	12
HY_plasmid_28	249	173

HY_plasmid_30	359	27
HY_plasmid_30	297	127
HY_plasmid_30	243	189
HY_plasmid_30	355	43
HY_plasmid_30	202	270
HY_plasmid_30	363	12
HY_plasmid_30	51	21482
HY_plasmid_30	119	1165

HY_plasmid_32	309	116
HY_plasmid_32	60	15127
HY_plasmid_32	226	221

