plasmid	contig	contig_len
GT_2	36	42509
GT_2	61	15113
GT_2	65	10303
GT_2	78	5428
GT_2	80	5328
GT_2	92	3155
GT_2	106	1719
GT_2	114	1341
GT_2	119	1165
GT_2	139	595
GT_2	152	485
GT_2	172	363
GT_2	179	328
GT_2	183	314
GT_2	184	314
GT_2	185	313
GT_2	186	313
GT_2	202	270
GT_2	206	259
GT_2	226	221
GT_2	232	207
GT_2	242	190
GT_2	243	189
GT_2	247	184
GT_2	276	139
GT_2	297	127
GT_2	306	121
GT_2	308	116
GT_2	309	116
GT_2	315	101
GT_2	317	100
GT_2	318	100

GT_3	77	5569

GT_4	79	5386

GT_5	99	2235

GT_6	100	2089

