plasmid	contig	contig_len
GT_2	25	55112
GT_2	29	38661
GT_2	33	26679
GT_2	37	16695
GT_2	39	12253
GT_2	40	12138
GT_2	42	11416
GT_2	45	8413
GT_2	50	5050
GT_2	54	2734
GT_2	56	1959
GT_2	63	1420
GT_2	77	924
GT_2	78	924
GT_2	104	450
GT_2	105	441
GT_2	106	431
GT_2	120	341
GT_2	121	341
GT_2	138	292
GT_2	142	277
GT_2	166	238
GT_2	167	238
GT_2	178	221
GT_2	185	211
GT_2	186	210
GT_2	187	210
GT_2	189	203
GT_2	190	203
GT_2	192	200
GT_2	197	187
GT_2	198	187
GT_2	199	186
GT_2	201	183
GT_2	206	173
GT_2	209	167
GT_2	213	162
GT_2	214	162
GT_2	229	146
GT_2	230	145
GT_2	231	144
GT_2	234	142
GT_2	239	138
GT_2	248	131
GT_2	249	131
GT_2	255	117
GT_2	256	114
GT_2	257	114

GT_3	19	88044
GT_3	53	3119
GT_3	134	300
GT_3	180	213

GT_4	48	5463

GT_5	49	5386

