plasmid	contig	contig_len
HY_plasmid_0	45	8413

HY_plasmid_4	255	117
HY_plasmid_4	40	12138
HY_plasmid_4	138	292
HY_plasmid_4	56	1959
HY_plasmid_4	142	277
HY_plasmid_4	263	82
HY_plasmid_4	54	2734
HY_plasmid_4	279	43
HY_plasmid_4	25	55112

HY_plasmid_5	239	138
HY_plasmid_5	206	173
HY_plasmid_5	104	450
HY_plasmid_5	33	26679
HY_plasmid_5	63	1420
HY_plasmid_5	199	186
HY_plasmid_5	185	211
HY_plasmid_5	121	341
HY_plasmid_5	106	431
HY_plasmid_5	230	145
HY_plasmid_5	197	187
HY_plasmid_5	234	142
HY_plasmid_5	29	38661
HY_plasmid_5	262	82
HY_plasmid_5	142	277
HY_plasmid_5	138	292
HY_plasmid_5	255	117
HY_plasmid_5	39	12253
HY_plasmid_5	248	131
HY_plasmid_5	257	114
HY_plasmid_5	249	131

HY_plasmid_8	134	300
HY_plasmid_8	19	88044

HY_plasmid_9	245	133
HY_plasmid_9	118	345
HY_plasmid_9	218	154
HY_plasmid_9	137	296
HY_plasmid_9	159	250
HY_plasmid_9	43	9069
HY_plasmid_9	124	336

HY_plasmid_14	178	221
HY_plasmid_14	42	11416
HY_plasmid_14	262	82
HY_plasmid_14	142	277
HY_plasmid_14	138	292

HY_plasmid_16	97	524
HY_plasmid_16	35	25006

HY_plasmid_19	48	5463

HY_plasmid_21	272	59
HY_plasmid_21	289	21
HY_plasmid_21	266	73
HY_plasmid_21	224	149
HY_plasmid_21	298	17
HY_plasmid_21	62	1459
HY_plasmid_21	267	73
HY_plasmid_21	225	149
HY_plasmid_21	67	1291
HY_plasmid_21	307	8

HY_plasmid_22	62	1459
HY_plasmid_22	284	34
HY_plasmid_22	258	110

HY_plasmid_23	223	150
HY_plasmid_23	111	387
HY_plasmid_23	51	4970
HY_plasmid_23	68	1239
HY_plasmid_23	245	133
HY_plasmid_23	117	345
HY_plasmid_23	218	154

