plasmid	contig	contig_len
HY_plasmid_0	84	7676
HY_plasmid_0	375	230

HY_plasmid_1	194	680
HY_plasmid_1	534	129
HY_plasmid_1	341	275
HY_plasmid_1	796	28
HY_plasmid_1	39	41620
HY_plasmid_1	147	1227
HY_plasmid_1	47	33693
HY_plasmid_1	199	666
HY_plasmid_1	601	101
HY_plasmid_1	376	230
HY_plasmid_1	274	376
HY_plasmid_1	474	159
HY_plasmid_1	745	47
HY_plasmid_1	278	371
HY_plasmid_1	239	457
HY_plasmid_1	65	19972
HY_plasmid_1	598	102
HY_plasmid_1	396	211
HY_plasmid_1	611	93

HY_plasmid_3	308	332
HY_plasmid_3	758	43
HY_plasmid_3	513	139
HY_plasmid_3	747	46
HY_plasmid_3	629	86
HY_plasmid_3	596	102
HY_plasmid_3	734	51
HY_plasmid_3	489	153
HY_plasmid_3	61	21496
HY_plasmid_3	142	1329
HY_plasmid_3	25	61617
HY_plasmid_3	216	542

HY_plasmid_4	393	214
HY_plasmid_4	72	15722
HY_plasmid_4	704	61
HY_plasmid_4	161	969
HY_plasmid_4	842	16
HY_plasmid_4	78	11500
HY_plasmid_4	211	573

HY_plasmid_7	563	115
HY_plasmid_7	510	140
HY_plasmid_7	614	92
HY_plasmid_7	483	154
HY_plasmid_7	151	1139
HY_plasmid_7	532	130
HY_plasmid_7	802	27
HY_plasmid_7	501	143
HY_plasmid_7	119	2037
HY_plasmid_7	534	129
HY_plasmid_7	341	275
HY_plasmid_7	127	1630

HY_plasmid_8	477	157
HY_plasmid_8	799	27
HY_plasmid_8	501	143
HY_plasmid_8	119	2037
HY_plasmid_8	534	129
HY_plasmid_8	324	302
HY_plasmid_8	192	685

HY_plasmid_9	257	414
HY_plasmid_9	557	121
HY_plasmid_9	256	415
HY_plasmid_9	31	49360
HY_plasmid_9	884	7
HY_plasmid_9	142	1329
HY_plasmid_9	156	1045
HY_plasmid_9	407	203
HY_plasmid_9	97	4499
HY_plasmid_9	598	102
HY_plasmid_9	396	211
HY_plasmid_9	312	323
HY_plasmid_9	60	21586
HY_plasmid_9	90	6126
HY_plasmid_9	796	28
HY_plasmid_9	341	275
HY_plasmid_9	534	129
HY_plasmid_9	194	680

HY_plasmid_10	115	2085

HY_plasmid_11	206	617
HY_plasmid_11	714	57
HY_plasmid_11	509	140
HY_plasmid_11	291	343
HY_plasmid_11	253	420
HY_plasmid_11	158	1015
HY_plasmid_11	813	24
HY_plasmid_11	566	113
HY_plasmid_11	133	1531
HY_plasmid_11	798	27
HY_plasmid_11	341	275
HY_plasmid_11	534	129
HY_plasmid_11	194	680

HY_plasmid_23	201	646
HY_plasmid_23	683	67
HY_plasmid_23	161	969
HY_plasmid_23	704	61
HY_plasmid_23	355	251
HY_plasmid_23	309	325
HY_plasmid_23	452	175
HY_plasmid_23	898	4
HY_plasmid_23	834	19

HY_plasmid_26	503	143
HY_plasmid_26	680	69
HY_plasmid_26	386	224
HY_plasmid_26	849	15
HY_plasmid_26	136	1459
HY_plasmid_26	777	34
HY_plasmid_26	574	110

HY_plasmid_27	386	224
HY_plasmid_27	850	15
HY_plasmid_27	136	1459
HY_plasmid_27	780	34

HY_plasmid_28	722	55
HY_plasmid_28	144	1282
HY_plasmid_28	866	10
HY_plasmid_28	844	16
HY_plasmid_28	71	16319
HY_plasmid_28	199	666

HY_plasmid_34	512	139
HY_plasmid_34	612	93
HY_plasmid_34	502	143
HY_plasmid_34	752	44
HY_plasmid_34	193	684
HY_plasmid_34	732	52
HY_plasmid_34	109	2154

