plasmid	contig	contig_len
HY_plasmid_0	35	5417
HY_plasmid_0	152	38
HY_plasmid_0	126	129
HY_plasmid_0	162	19
HY_plasmid_0	30	11433
HY_plasmid_0	44	2581
HY_plasmid_0	27	38356
HY_plasmid_0	42	2704
HY_plasmid_0	54	1179
HY_plasmid_0	43	2639
HY_plasmid_0	23	64484

HY_plasmid_2	114	153
HY_plasmid_2	63	699
HY_plasmid_2	118	140
HY_plasmid_2	61	760
HY_plasmid_2	112	158
HY_plasmid_2	56	1105
HY_plasmid_2	39	4096

HY_plasmid_4	147	48
HY_plasmid_4	153	35
HY_plasmid_4	87	269
HY_plasmid_4	111	160
HY_plasmid_4	119	140
HY_plasmid_4	130	117
HY_plasmid_4	47	1899
HY_plasmid_4	122	131
HY_plasmid_4	132	114
HY_plasmid_4	123	131

HY_plasmid_6	103	183
HY_plasmid_6	96	210
HY_plasmid_6	129	127
HY_plasmid_6	59	964
HY_plasmid_6	68	569
HY_plasmid_6	71	514
HY_plasmid_6	130	117
HY_plasmid_6	119	140
HY_plasmid_6	111	160
HY_plasmid_6	87	269
HY_plasmid_6	153	35

HY_plasmid_8	49	1552

HY_plasmid_15	143	69
HY_plasmid_15	140	91
HY_plasmid_15	48	1708
HY_plasmid_15	83	314
HY_plasmid_15	40	3143
HY_plasmid_15	164	7
HY_plasmid_15	121	134
HY_plasmid_15	69	545
HY_plasmid_15	72	449

HY_plasmid_17	127	128
HY_plasmid_17	92	244
HY_plasmid_17	43	2639
HY_plasmid_17	70	517
HY_plasmid_17	79	362

