plasmid	contig	contig_len
PBF_P1	159	630
PBF_P1	100	6199
PBF_P1	237	243
PBF_P1	226	275
PBF_P1	461	1
PBF_P1	209	328
PBF_P1	262	188
PBF_P1	387	38
PBF_P1	200	354
PBF_P1	219	296
PBF_P1	401	28
PBF_P1	195	362
PBF_P1	278	173
PBF_P1	193	378
PBF_P1	124	2229
PBF_P1	143	990
PBF_P1	144	957
PBF_P1	68	22243
PBF_P1	407	22
PBF_P1	115	2953
PBF_P1	310	130
PBF_P1	308	134
PBF_P1	108	4787
PBF_P1	462	1
PBF_P1	344	72
PBF_P1	243	233
PBF_P1	382	47
PBF_P1	266	184
PBF_P1	304	137
PBF_P1	244	226
PBF_P1	91	7944
PBF_P1	162	576
PBF_P1	137	1187
PBF_P1	95	7421
PBF_P1	327	103
PBF_P1	64	24142
PBF_P1	104	5880
PBF_P1	225	278
PBF_P1	135	1330
PBF_P1	75	17467
PBF_P1	246	225
PBF_P1	236	243
PBF_P1	367	61
PBF_P1	258	190
PBF_P1	134	1343
PBF_P1	218	298
PBF_P1	425	9
PBF_P1	192	379
PBF_P1	271	177
PBF_P1	169	502
PBF_P1	476	1
PBF_P1	245	226
PBF_P1	130	1629
PBF_P1	103	5934
PBF_P1	302	138
PBF_P1	58	29055
PBF_P1	141	1033
PBF_P1	206	335
PBF_P1	249	221
PBF_P1	231	262
PBF_P1	229	271
PBF_P1	176	442
PBF_P1	256	191
PBF_P1	149	753
PBF_P1	181	426
PBF_P1	251	216
PBF_P1	155	663
PBF_P1	357	64
PBF_P1	116	2932
PBF_P1	263	187
PBF_P1	174	445
PBF_P1	318	127
PBF_P1	416	17
PBF_P1	212	322
PBF_P1	301	139
PBF_P1	284	162
PBF_P1	360	64
PBF_P1	385	39
PBF_P1	214	311
PBF_P1	315	128
PBF_P1	309	131
PBF_P1	465	1
PBF_P1	207	335
PBF_P1	111	3717
PBF_P1	165	557
PBF_P1	427	8
PBF_P1	286	159
PBF_P1	325	107
PBF_P1	70	19819
PBF_P1	197	358

PBF_P2	159	630
PBF_P2	428	8
PBF_P2	100	6199
PBF_P2	237	243
PBF_P2	362	63
PBF_P2	226	275
PBF_P2	461	1
PBF_P2	209	328
PBF_P2	262	188
PBF_P2	387	38
PBF_P2	200	354
PBF_P2	219	296
PBF_P2	401	28
PBF_P2	195	362
PBF_P2	326	103
PBF_P2	278	173
PBF_P2	193	378
PBF_P2	124	2229
PBF_P2	143	990
PBF_P2	68	22243
PBF_P2	407	22
PBF_P2	310	130
PBF_P2	308	134
PBF_P2	108	4787
PBF_P2	462	1
PBF_P2	343	72
PBF_P2	243	233
PBF_P2	382	47
PBF_P2	266	184
PBF_P2	304	137
PBF_P2	244	226
PBF_P2	91	7944
PBF_P2	162	576
PBF_P2	137	1187
PBF_P2	95	7421
PBF_P2	64	24142
PBF_P2	104	5880
PBF_P2	474	1
PBF_P2	225	278
PBF_P2	135	1330
PBF_P2	246	225
PBF_P2	236	243
PBF_P2	367	61
PBF_P2	258	190
PBF_P2	134	1343
PBF_P2	218	298
PBF_P2	147	893
PBF_P2	425	9
PBF_P2	192	379
PBF_P2	271	177
PBF_P2	169	502
PBF_P2	245	226
PBF_P2	130	1629
PBF_P2	103	5934
PBF_P2	302	138
PBF_P2	58	29055
PBF_P2	141	1033
PBF_P2	206	335
PBF_P2	249	221
PBF_P2	231	262
PBF_P2	229	271
PBF_P2	176	442
PBF_P2	172	459
PBF_P2	149	753
PBF_P2	251	216
PBF_P2	155	663
PBF_P2	357	64
PBF_P2	173	445
PBF_P2	116	2932
PBF_P2	263	187
PBF_P2	416	17
PBF_P2	212	322
PBF_P2	301	139
PBF_P2	284	162
PBF_P2	360	64
PBF_P2	385	39
PBF_P2	214	311
PBF_P2	315	128
PBF_P2	309	131
PBF_P2	465	1
PBF_P2	207	335
PBF_P2	260	189
PBF_P2	165	557
PBF_P2	286	159
PBF_P2	325	107
PBF_P2	70	19819
PBF_P2	197	358

PBF_P3	159	630
PBF_P3	428	8
PBF_P3	100	6199
PBF_P3	237	243
PBF_P3	362	63
PBF_P3	226	275
PBF_P3	461	1
PBF_P3	262	188
PBF_P3	209	328
PBF_P3	387	38
PBF_P3	200	354
PBF_P3	219	296
PBF_P3	195	362
