plasmid	contig	contig_len
HY_plasmid_0	17	88800
HY_plasmid_0	134	1343
HY_plasmid_0	385	39
HY_plasmid_0	193	378
HY_plasmid_0	301	139
HY_plasmid_0	144	957
HY_plasmid_0	243	233
HY_plasmid_0	176	442
HY_plasmid_0	310	130
HY_plasmid_0	416	17
HY_plasmid_0	286	159
HY_plasmid_0	284	162
HY_plasmid_0	219	296
HY_plasmid_0	256	191
HY_plasmid_0	236	243
HY_plasmid_0	159	630
HY_plasmid_0	162	576
HY_plasmid_0	70	19819
HY_plasmid_0	325	107
HY_plasmid_0	271	177
HY_plasmid_0	197	358
HY_plasmid_0	68	22243
HY_plasmid_0	251	216
HY_plasmid_0	58	29055
HY_plasmid_0	315	128
HY_plasmid_0	258	190
HY_plasmid_0	225	278
HY_plasmid_0	124	2229
HY_plasmid_0	226	275

HY_plasmid_1	301	139
HY_plasmid_1	382	47
HY_plasmid_1	108	4787
HY_plasmid_1	367	61

HY_plasmid_3	164	557
HY_plasmid_3	237	243
HY_plasmid_3	230	271
HY_plasmid_3	207	335
HY_plasmid_3	264	187
HY_plasmid_3	278	173
HY_plasmid_3	402	28
HY_plasmid_3	214	311
HY_plasmid_3	137	1187
HY_plasmid_3	262	188

HY_plasmid_4	173	445
HY_plasmid_4	231	262
HY_plasmid_4	116	2932
HY_plasmid_4	367	61
HY_plasmid_4	134	1343

HY_plasmid_5	100	6199
HY_plasmid_5	315	128
HY_plasmid_5	259	190
HY_plasmid_5	225	278
HY_plasmid_5	130	1629
HY_plasmid_5	425	9
HY_plasmid_5	155	663
HY_plasmid_5	226	275

HY_plasmid_6	147	893
HY_plasmid_6	243	233
HY_plasmid_6	175	442
HY_plasmid_6	310	130
HY_plasmid_6	416	17
HY_plasmid_6	286	159
HY_plasmid_6	283	162

HY_plasmid_7	218	298
HY_plasmid_7	244	226
HY_plasmid_7	249	221
HY_plasmid_7	406	22
HY_plasmid_7	212	322
HY_plasmid_7	104	5880
HY_plasmid_7	308	134

HY_plasmid_8	308	134
HY_plasmid_8	103	5934
HY_plasmid_8	212	322
HY_plasmid_8	407	22
HY_plasmid_8	249	221
HY_plasmid_8	245	226
HY_plasmid_8	218	298

HY_plasmid_9	75	17467
HY_plasmid_9	318	127
HY_plasmid_9	197	358
HY_plasmid_9	72	19290

HY_plasmid_10	251	216
HY_plasmid_10	356	64
HY_plasmid_10	84	10723
HY_plasmid_10	351	65
HY_plasmid_10	143	990
HY_plasmid_10	360	64
HY_plasmid_10	64	24142
HY_plasmid_10	362	63

HY_plasmid_13	200	354
HY_plasmid_13	427	8
HY_plasmid_13	195	362
HY_plasmid_13	91	7944
HY_plasmid_13	302	138
HY_plasmid_13	327	103
HY_plasmid_13	192	379
HY_plasmid_13	387	38
HY_plasmid_13	266	184
HY_plasmid_13	141	1033
HY_plasmid_13	246	225

HY_plasmid_14	326	103
HY_plasmid_14	302	138
HY_plasmid_14	95	7421
HY_plasmid_14	195	362

HY_plasmid_15	251	216
HY_plasmid_15	143	990
HY_plasmid_15	365	63
HY_plasmid_15	40	44025
HY_plasmid_15	123	2263
HY_plasmid_15	171	488

HY_plasmid_17	98	6460

HY_plasmid_18	262	188
HY_plasmid_18	135	1330
HY_plasmid_18	214	311
HY_plasmid_18	401	28
HY_plasmid_18	278	173
HY_plasmid_18	263	187
HY_plasmid_18	207	335

HY_plasmid_19	386	38
HY_plasmid_19	266	184
HY_plasmid_19	132	1402
HY_plasmid_19	246	225

HY_plasmid_21	49	36805
HY_plasmid_21	291	149
HY_plasmid_21	289	152
HY_plasmid_21	347	69
HY_plasmid_21	274	176
HY_plasmid_21	280	170
HY_plasmid_21	217	304

HY_plasmid_24	364	63
HY_plasmid_24	73	18277
HY_plasmid_24	356	64
HY_plasmid_24	251	216
HY_plasmid_24	143	990
HY_plasmid_24	53	33210
HY_plasmid_24	352	65

