plasmid	contig	contig_len
GT_2	58	29055
GT_2	68	22243
GT_2	70	19819
GT_2	91	7944
GT_2	103	5934
GT_2	105	5622
GT_2	111	3717
GT_2	116	2932
GT_2	130	1629
GT_2	134	1343
GT_2	137	1187
GT_2	141	1033
GT_2	144	957
GT_2	147	893
GT_2	149	753
GT_2	155	663
GT_2	159	630
GT_2	162	576
GT_2	164	557
GT_2	165	557
GT_2	169	502
GT_2	172	459
GT_2	173	445
GT_2	174	445
GT_2	175	442
GT_2	176	442
GT_2	181	426
GT_2	192	379
GT_2	193	378
GT_2	195	362
GT_2	197	358
GT_2	200	354
GT_2	203	345
GT_2	205	335
GT_2	206	335
GT_2	207	335
GT_2	209	328
GT_2	212	322
GT_2	214	311
GT_2	218	298
GT_2	219	296
GT_2	225	278
GT_2	226	275
GT_2	229	271
GT_2	230	271
GT_2	231	262
GT_2	236	243
GT_2	237	243
GT_2	243	233
GT_2	244	226
GT_2	245	226
GT_2	246	225
GT_2	249	221
GT_2	251	216
GT_2	256	191
GT_2	258	190
GT_2	259	190
GT_2	262	188
GT_2	263	187
GT_2	264	187
GT_2	266	184
GT_2	271	177
GT_2	278	173
GT_2	283	162
GT_2	284	162
GT_2	286	159
GT_2	301	139
GT_2	302	138
GT_2	304	137
GT_2	308	134
GT_2	309	131
GT_2	310	130
GT_2	315	128
GT_2	318	127
GT_2	325	107
GT_2	327	103

GT_3	64	24142
GT_3	80	14304
GT_3	95	7421
GT_3	100	6199
GT_3	104	5880
GT_3	108	4787
GT_3	115	2953
GT_3	124	2229
GT_3	132	1402
GT_3	134	1343
GT_3	135	1330
GT_3	141	1033
GT_3	143	990
GT_3	147	893
GT_3	149	753
GT_3	164	557
GT_3	165	557
GT_3	169	502
GT_3	172	459
GT_3	173	445
GT_3	174	445
GT_3	175	442
GT_3	176	442
GT_3	181	426
GT_3	192	379
GT_3	193	378
GT_3	195	362
GT_3	200	354
GT_3	203	345
GT_3	205	335
GT_3	206	335
GT_3	207	335
GT_3	209	328
GT_3	212	322
GT_3	214	311
GT_3	218	298
GT_3	219	296
GT_3	222	283
GT_3	224	283
GT_3	225	278
GT_3	226	275
GT_3	229	271
GT_3	230	271
GT_3	231	262
GT_3	236	243
GT_3	237	243
GT_3	243	233
GT_3	244	226
GT_3	245	226
GT_3	246	225
GT_3	249	221
GT_3	251	216
GT_3	256	191
GT_3	258	190
GT_3	259	190
GT_3	262	188
GT_3	263	187
GT_3	264	187
GT_3	266	184
GT_3	267	181
GT_3	278	173
GT_3	283	162
GT_3	284	162
GT_3	286	159
GT_3	301	139
GT_3	302	138
GT_3	304	137
GT_3	308	134
GT_3	309	131
GT_3	310	130
GT_3	315	128
GT_3	320	124
GT_3	327	103

GT_4	72	19290
GT_4	75	17467
GT_4	98	6460
GT_4	142	1004
GT_4	166	527
GT_4	197	358
GT_4	318	127
GT_4	329	100

GT_5	99	6256
GT_5	227	272
GT_5	228	272
GT_5	239	242
GT_5	294	148

GT_6	112	3535
GT_6	127	1754
GT_6	227	272
GT_6	228	272
GT_6	239	242
GT_6	294	148

GT_7	107	5386

