plasmid	contig	contig_len
HY_plasmid_0	510	42
HY_plasmid_0	372	144
HY_plasmid_0	85	5240

HY_plasmid_2	348	153
HY_plasmid_2	188	522
HY_plasmid_2	161	734
HY_plasmid_2	24	84378
HY_plasmid_2	478	60
HY_plasmid_2	130	1271
HY_plasmid_2	98	3399
HY_plasmid_2	145	952
HY_plasmid_2	99	3271
HY_plasmid_2	402	131
HY_plasmid_2	41	43065
HY_plasmid_2	104	2700
HY_plasmid_2	108	2473
HY_plasmid_2	533	9
HY_plasmid_2	67	12648
HY_plasmid_2	45	36747
HY_plasmid_2	279	254
HY_plasmid_2	140	1056
HY_plasmid_2	37	51080
HY_plasmid_2	480	59
HY_plasmid_2	109	2399
HY_plasmid_2	227	337
HY_plasmid_2	439	86
HY_plasmid_2	231	326
HY_plasmid_2	453	76
HY_plasmid_2	465	68
HY_plasmid_2	471	65
HY_plasmid_2	523	15
HY_plasmid_2	248	297
HY_plasmid_2	461	72
HY_plasmid_2	500	48
HY_plasmid_2	182	556
HY_plasmid_2	395	134

HY_plasmid_4	536	8
HY_plasmid_4	137	1063
HY_plasmid_4	458	73
HY_plasmid_4	418	120
HY_plasmid_4	440	86
HY_plasmid_4	498	50
HY_plasmid_4	414	124
HY_plasmid_4	17	92325
HY_plasmid_4	433	93
HY_plasmid_4	194	506
HY_plasmid_4	302	228
HY_plasmid_4	275	259
HY_plasmid_4	309	202
HY_plasmid_4	60	17571
HY_plasmid_4	303	213
HY_plasmid_4	151	913
HY_plasmid_4	305	209

HY_plasmid_8	78	7721
HY_plasmid_8	433	93
HY_plasmid_8	194	506
HY_plasmid_8	302	228
HY_plasmid_8	275	259
HY_plasmid_8	309	202
HY_plasmid_8	502	44
HY_plasmid_8	55	25044

HY_plasmid_17	400	131
HY_plasmid_17	75	8458
HY_plasmid_17	277	256
HY_plasmid_17	170	626
HY_plasmid_17	281	251
HY_plasmid_17	310	200
HY_plasmid_17	390	135
HY_plasmid_17	147	942
HY_plasmid_17	389	135
HY_plasmid_17	149	929
HY_plasmid_17	297	238
HY_plasmid_17	162	725
HY_plasmid_17	267	272

HY_plasmid_18	114	2089

