plasmid	contig	contig_len
HY_plasmid_0	90	278
HY_plasmid_0	126	135
HY_plasmid_0	124	137
HY_plasmid_0	87	296
HY_plasmid_0	132	127
HY_plasmid_0	71	397
HY_plasmid_0	117	161
HY_plasmid_0	122	144
HY_plasmid_0	130	131
HY_plasmid_0	32	12516
HY_plasmid_0	131	128
HY_plasmid_0	150	65
HY_plasmid_0	108	186
HY_plasmid_0	148	65
HY_plasmid_0	98	242
HY_plasmid_0	139	82
HY_plasmid_0	30	23505
HY_plasmid_0	49	836
HY_plasmid_0	19	89940

HY_plasmid_1	82	308
HY_plasmid_1	80	313
HY_plasmid_1	72	394
HY_plasmid_1	34	8695
HY_plasmid_1	119	150
HY_plasmid_1	68	438

HY_plasmid_2	20	63634
HY_plasmid_2	114	172
HY_plasmid_2	67	446
HY_plasmid_2	51	811
HY_plasmid_2	42	2651
HY_plasmid_2	164	34
HY_plasmid_2	104	207
HY_plasmid_2	49	836
HY_plasmid_2	93	256
HY_plasmid_2	36	6993
HY_plasmid_2	165	33

HY_plasmid_5	93	256
HY_plasmid_5	36	6993
HY_plasmid_5	165	33
HY_plasmid_5	104	207
HY_plasmid_5	49	836
HY_plasmid_5	35	7610
HY_plasmid_5	64	487

HY_plasmid_6	103	210
HY_plasmid_6	166	31
HY_plasmid_6	104	207
HY_plasmid_6	49	836
HY_plasmid_6	93	256
HY_plasmid_6	36	6993
HY_plasmid_6	165	33

HY_plasmid_8	120	149
HY_plasmid_8	145	67
HY_plasmid_8	48	921
HY_plasmid_8	11	133597
HY_plasmid_8	111	182
HY_plasmid_8	53	766

HY_plasmid_15	58	704
HY_plasmid_15	39	4150
HY_plasmid_15	40	3150
HY_plasmid_15	163	43
HY_plasmid_15	76	355
HY_plasmid_15	172	11
HY_plasmid_15	46	1342
HY_plasmid_15	154	64

