plasmid	contig	contig_len
HY_plasmid_0	115	331
HY_plasmid_0	46	8935
HY_plasmid_0	104	398
HY_plasmid_0	126	276

HY_plasmid_1	224	82
HY_plasmid_1	35	21941
HY_plasmid_1	145	221
HY_plasmid_1	249	30
HY_plasmid_1	191	135
HY_plasmid_1	228	75
HY_plasmid_1	87	630

HY_plasmid_2	197	130
HY_plasmid_2	41	13975
HY_plasmid_2	63	2577
HY_plasmid_2	42	12565
HY_plasmid_2	184	148
HY_plasmid_2	99	421
HY_plasmid_2	97	438

HY_plasmid_3	135	249
HY_plasmid_3	115	331
HY_plasmid_3	166	173
HY_plasmid_3	259	6
HY_plasmid_3	242	59
HY_plasmid_3	245	45
HY_plasmid_3	223	82
HY_plasmid_3	38	19191
HY_plasmid_3	202	122
HY_plasmid_3	63	2577
HY_plasmid_3	26	42005
HY_plasmid_3	133	257

HY_plasmid_4	77	902
HY_plasmid_4	147	218
HY_plasmid_4	148	217
HY_plasmid_4	106	373
HY_plasmid_4	128	273
HY_plasmid_4	134	252
HY_plasmid_4	37	19515
HY_plasmid_4	215	97
HY_plasmid_4	227	76
HY_plasmid_4	155	201
HY_plasmid_4	72	1073
HY_plasmid_4	34	23184
HY_plasmid_4	224	82
HY_plasmid_4	245	45
HY_plasmid_4	242	59
HY_plasmid_4	259	6
HY_plasmid_4	166	173
HY_plasmid_4	115	331
HY_plasmid_4	136	249

HY_plasmid_5	51	4943
HY_plasmid_5	202	122
HY_plasmid_5	63	2577
HY_plasmid_5	59	2899
HY_plasmid_5	137	247

HY_plasmid_6	168	167
HY_plasmid_6	151	210
HY_plasmid_6	69	1323
HY_plasmid_6	45	11671
HY_plasmid_6	133	257

HY_plasmid_8	138	244
HY_plasmid_8	78	837
HY_plasmid_8	179	159
HY_plasmid_8	163	178
HY_plasmid_8	195	131

HY_plasmid_10	133	257
HY_plasmid_10	44	12138

HY_plasmid_11	186	145
HY_plasmid_11	166	173
HY_plasmid_11	259	6
HY_plasmid_11	243	59
HY_plasmid_11	28	34660
HY_plasmid_11	129	265

HY_plasmid_13	65	2096

HY_plasmid_14	67	1552

HY_plasmid_15	76	948
HY_plasmid_15	30	31233

HY_plasmid_16	49	6655

HY_plasmid_17	178	161
HY_plasmid_17	180	158
HY_plasmid_17	198	129
HY_plasmid_17	256	8
HY_plasmid_17	161	181
HY_plasmid_17	116	325
HY_plasmid_17	102	412
HY_plasmid_17	91	514
HY_plasmid_17	202	122
HY_plasmid_17	63	2577
HY_plasmid_17	220	87
HY_plasmid_17	141	238

HY_plasmid_25	68	1449
HY_plasmid_25	125	283
HY_plasmid_25	57	3037
HY_plasmid_25	206	114
HY_plasmid_25	199	123

HY_plasmid_27	168	167
HY_plasmid_27	150	210
HY_plasmid_27	69	1323
HY_plasmid_27	39	15490
HY_plasmid_27	60	2891

