plasmid	contig	contig_len
GT_2	26	42005
GT_2	28	34660
GT_2	35	21941
GT_2	38	19191
GT_2	41	13975
GT_2	42	12565
GT_2	44	12138
GT_2	45	11671
GT_2	51	4943
GT_2	63	2577
GT_2	69	1323
GT_2	85	730
GT_2	87	630
GT_2	89	532
GT_2	90	532
GT_2	95	496
GT_2	97	438
GT_2	99	421
GT_2	100	420
GT_2	103	403
GT_2	112	339
GT_2	114	335
GT_2	115	331
GT_2	126	276
GT_2	129	265
GT_2	132	260
GT_2	133	257
GT_2	135	249
GT_2	136	249
GT_2	138	244
GT_2	140	238
GT_2	144	221
GT_2	145	221
GT_2	150	210
GT_2	151	210
GT_2	152	203
GT_2	153	203
GT_2	156	194
GT_2	165	174
GT_2	166	173
GT_2	167	172
GT_2	168	167
GT_2	183	148
GT_2	184	148
GT_2	186	145
GT_2	188	138
GT_2	190	136
GT_2	191	135
GT_2	193	133
GT_2	196	130
GT_2	197	130
GT_2	202	122
GT_2	203	118
GT_2	207	111
GT_2	208	111
GT_2	209	111
GT_2	210	111

GT_3	49	6655

GT_4	65	2096

GT_5	67	1552

