plasmid	contig	contig_len
HY_plasmid_0	340	135
HY_plasmid_0	403	65
HY_plasmid_0	164	460
HY_plasmid_0	439	33
HY_plasmid_0	49	24594
HY_plasmid_0	105	1343
HY_plasmid_0	93	1719
HY_plasmid_0	332	139
HY_plasmid_0	35	40507
HY_plasmid_0	95	1659
HY_plasmid_0	53	15983
HY_plasmid_0	290	166
HY_plasmid_0	118	1064

HY_plasmid_1	83	3100
HY_plasmid_1	88	2351

HY_plasmid_2	104	1394
HY_plasmid_2	287	168
HY_plasmid_2	463	11
HY_plasmid_2	251	213
HY_plasmid_2	186	371
HY_plasmid_2	404	65
HY_plasmid_2	164	460
HY_plasmid_2	439	33
HY_plasmid_2	63	9689
HY_plasmid_2	118	1064

HY_plasmid_7	318	150
HY_plasmid_7	124	968
HY_plasmid_7	88	2351

HY_plasmid_10	354	118
HY_plasmid_10	330	142
HY_plasmid_10	50	24280
HY_plasmid_10	410	63
HY_plasmid_10	392	77
HY_plasmid_10	187	362
HY_plasmid_10	217	267
HY_plasmid_10	51	18087
HY_plasmid_10	312	152

HY_plasmid_11	98	1565

HY_plasmid_15	118	1064
HY_plasmid_15	290	166
HY_plasmid_15	106	1315
HY_plasmid_15	217	267
HY_plasmid_15	187	362
HY_plasmid_15	395	77
HY_plasmid_15	410	63

HY_plasmid_18	336	136
HY_plasmid_18	420	50
HY_plasmid_18	349	128
HY_plasmid_18	110	1228
HY_plasmid_18	448	25
HY_plasmid_18	95	1659
HY_plasmid_18	476	4

HY_plasmid_33	440	32
HY_plasmid_33	171	430
HY_plasmid_33	423	47
HY_plasmid_33	105	1343

