plasmid	contig	contig_len
GT_2	33	33662
GT_2	41	13727
GT_2	42	9000
GT_2	44	8301
GT_2	45	7762
GT_2	46	7065
GT_2	48	5828
GT_2	53	4494
GT_2	56	2864
GT_2	57	2669
GT_2	58	2327
GT_2	68	1380
GT_2	69	1160
GT_2	71	1150
GT_2	72	992
GT_2	73	988
GT_2	76	968
GT_2	77	954
GT_2	79	838
GT_2	80	800
GT_2	81	714
GT_2	87	491
GT_2	89	457
GT_2	90	413
GT_2	93	389
GT_2	94	382
GT_2	97	339
GT_2	98	331
GT_2	99	331
GT_2	100	299
GT_2	102	287
GT_2	103	287
GT_2	104	282
GT_2	105	258
GT_2	106	256
GT_2	107	251
GT_2	108	247
GT_2	109	245
GT_2	127	162
GT_2	128	162
GT_2	129	162
GT_2	130	157
GT_2	132	156
GT_2	133	156
GT_2	137	143
GT_2	138	140
GT_2	139	134
GT_2	140	133
GT_2	143	131
GT_2	144	130
GT_2	145	129
GT_2	148	126
GT_2	150	115

GT_3	26	48719
GT_3	38	19329
GT_3	49	5637
GT_3	51	5558
GT_3	55	3722
GT_3	57	2669
GT_3	59	2306
GT_3	68	1380
GT_3	70	1157
GT_3	74	988
GT_3	75	970
GT_3	76	968
GT_3	77	954
GT_3	80	800
GT_3	83	544
GT_3	84	536
GT_3	89	457
GT_3	93	389
GT_3	97	339
GT_3	100	299
GT_3	102	287
GT_3	103	287
GT_3	105	258
GT_3	107	251
GT_3	108	247
GT_3	109	245
GT_3	127	162
GT_3	128	162
GT_3	130	157
GT_3	137	143
GT_3	139	134
GT_3	140	133
GT_3	143	131
GT_3	144	130
GT_3	145	129
GT_3	148	126
GT_3	150	115

GT_4	52	5386

GT_5	61	2096

