plasmid	contig	contig_len
PBF_P1	57	2669

PBF_P2	211	7
PBF_P2	84	536
PBF_P2	71	1150
PBF_P2	26	48719
PBF_P2	106	256
PBF_P2	157	82
PBF_P2	198	19
PBF_P2	159	82
PBF_P2	150	115
PBF_P2	55	3722
PBF_P2	189	43
PBF_P2	138	140
PBF_P2	242	1
PBF_P2	42	9000
PBF_P2	97	339
PBF_P2	51	5558
PBF_P2	38	19329
PBF_P2	158	82
PBF_P2	133	156
PBF_P2	137	143
PBF_P2	56	2864
PBF_P2	145	129
PBF_P2	184	47
PBF_P2	148	126
PBF_P2	94	382

PBF_P3	48	5828

PBF_P4	33	33662

PBF_P5	63	1690
PBF_P5	50	5609
PBF_P5	106	256
PBF_P5	203	13
PBF_P5	42	9000
PBF_P5	86	501

PBF_P6	211	7
PBF_P6	63	1690
PBF_P6	138	140
PBF_P6	242	1
PBF_P6	56	2864
PBF_P6	106	256
PBF_P6	157	82
PBF_P6	184	47
PBF_P6	133	156
PBF_P6	94	382

