plasmid	contig	contig_len
HY_plasmid_0	59	2306
HY_plasmid_0	127	162
HY_plasmid_0	161	79
HY_plasmid_0	107	251
HY_plasmid_0	73	988
HY_plasmid_0	139	134
HY_plasmid_0	72	992
HY_plasmid_0	57	2669
HY_plasmid_0	83	544
HY_plasmid_0	68	1380
HY_plasmid_0	145	129
HY_plasmid_0	51	5558
HY_plasmid_0	137	143
HY_plasmid_0	150	115
HY_plasmid_0	97	339
HY_plasmid_0	55	3722
HY_plasmid_0	89	457
HY_plasmid_0	58	2327
HY_plasmid_0	130	157
HY_plasmid_0	70	1157
HY_plasmid_0	128	162
HY_plasmid_0	186	46
HY_plasmid_0	143	131
HY_plasmid_0	196	19
HY_plasmid_0	109	245
HY_plasmid_0	103	287
HY_plasmid_0	144	130

HY_plasmid_1	138	140
HY_plasmid_1	53	4494
HY_plasmid_1	89	457
HY_plasmid_1	49	5637
HY_plasmid_1	130	157
HY_plasmid_1	69	1160
HY_plasmid_1	128	162
HY_plasmid_1	185	46
HY_plasmid_1	143	131
HY_plasmid_1	197	19
HY_plasmid_1	109	245
HY_plasmid_1	102	287
HY_plasmid_1	144	130

HY_plasmid_2	50	5609
HY_plasmid_2	106	256
HY_plasmid_2	42	9000
HY_plasmid_2	137	143
HY_plasmid_2	148	126
HY_plasmid_2	97	339
HY_plasmid_2	158	82
HY_plasmid_2	159	82
HY_plasmid_2	94	382
HY_plasmid_2	211	7
HY_plasmid_2	138	140

HY_plasmid_3	48	5828

HY_plasmid_6	133	156
HY_plasmid_6	44	8301
HY_plasmid_6	132	156
HY_plasmid_6	45	7762
HY_plasmid_6	76	968

HY_plasmid_9	38	19329
HY_plasmid_9	76	968

HY_plasmid_10	26	48719
HY_plasmid_10	198	19

HY_plasmid_11	138	140
HY_plasmid_11	211	7
HY_plasmid_11	94	382
HY_plasmid_11	157	82
HY_plasmid_11	56	2864
HY_plasmid_11	189	43
HY_plasmid_11	71	1150
HY_plasmid_11	133	156

HY_plasmid_12	87	491
HY_plasmid_12	33	33662
HY_plasmid_12	127	162
HY_plasmid_12	160	79
HY_plasmid_12	107	251
HY_plasmid_12	74	988
HY_plasmid_12	139	134
HY_plasmid_12	75	970
HY_plasmid_12	57	2669
HY_plasmid_12	90	413
HY_plasmid_12	192	34

HY_plasmid_13	81	714
HY_plasmid_13	174	63
HY_plasmid_13	17	100657
HY_plasmid_13	171	63
HY_plasmid_13	129	162
HY_plasmid_13	99	331
HY_plasmid_13	170	63
HY_plasmid_13	41	13727
HY_plasmid_13	159	82
HY_plasmid_13	94	382

HY_plasmid_15	61	2096

HY_plasmid_27	168	65
HY_plasmid_27	126	175
HY_plasmid_27	202	15
HY_plasmid_27	66	1463

