plasmid	contig	contig_len
HY_plasmid_0	147	82
HY_plasmid_0	19	89983
HY_plasmid_0	51	836
HY_plasmid_0	31	23505
HY_plasmid_0	102	242
HY_plasmid_0	155	65
HY_plasmid_0	112	186
HY_plasmid_0	157	65
HY_plasmid_0	138	128
HY_plasmid_0	35	12516
HY_plasmid_0	137	131
HY_plasmid_0	127	144
HY_plasmid_0	121	161
HY_plasmid_0	73	397
HY_plasmid_0	139	127
HY_plasmid_0	90	296
HY_plasmid_0	131	137
HY_plasmid_0	132	135
HY_plasmid_0	94	278

HY_plasmid_1	71	438
HY_plasmid_1	123	150
HY_plasmid_1	37	8695
HY_plasmid_1	74	394
HY_plasmid_1	84	313
HY_plasmid_1	85	308

HY_plasmid_2	108	207
HY_plasmid_2	177	33
HY_plasmid_2	39	6993
HY_plasmid_2	97	256
HY_plasmid_2	51	836
HY_plasmid_2	176	34
HY_plasmid_2	45	2651
HY_plasmid_2	53	811
HY_plasmid_2	69	446
HY_plasmid_2	118	172
HY_plasmid_2	32	18093
HY_plasmid_2	199	6
HY_plasmid_2	117	173
HY_plasmid_2	182	16
HY_plasmid_2	111	186
HY_plasmid_2	156	65
HY_plasmid_2	102	242
HY_plasmid_2	147	82
HY_plasmid_2	46	1962

HY_plasmid_4	66	487
HY_plasmid_4	38	7610
HY_plasmid_4	97	256
HY_plasmid_4	51	836
HY_plasmid_4	108	207
HY_plasmid_4	177	33
HY_plasmid_4	39	6993

HY_plasmid_6	56	766
HY_plasmid_6	115	182
HY_plasmid_6	11	133597
HY_plasmid_6	50	921
HY_plasmid_6	153	67
HY_plasmid_6	125	149

HY_plasmid_7	101	242
HY_plasmid_7	24	39726
HY_plasmid_7	69	446
HY_plasmid_7	18	91265
HY_plasmid_7	47	1709
HY_plasmid_7	70	438

HY_plasmid_10	177	33
HY_plasmid_10	108	207
HY_plasmid_10	51	836
HY_plasmid_10	97	256
HY_plasmid_10	140	121
HY_plasmid_10	103	239

