plasmid	contig	contig_len
HY_plasmid_0	45	36960

HY_plasmid_1	64	2132
HY_plasmid_1	35	55869
HY_plasmid_1	103	543
HY_plasmid_1	255	13
HY_plasmid_1	196	105
HY_plasmid_1	51	9589
HY_plasmid_1	107	496
HY_plasmid_1	48	30137
HY_plasmid_1	150	221

HY_plasmid_2	196	105
HY_plasmid_2	77	964
HY_plasmid_2	103	543
HY_plasmid_2	256	13
HY_plasmid_2	51	9589
HY_plasmid_2	107	496
HY_plasmid_2	61	3652
HY_plasmid_2	184	145

HY_plasmid_3	95	629
HY_plasmid_3	50	14411
HY_plasmid_3	69	1329
HY_plasmid_3	79	943
HY_plasmid_3	249	33
HY_plasmid_3	144	241
HY_plasmid_3	238	44
HY_plasmid_3	133	288
HY_plasmid_3	220	65
HY_plasmid_3	114	406
HY_plasmid_3	141	255
HY_plasmid_3	89	744
HY_plasmid_3	189	141
HY_plasmid_3	99	572
HY_plasmid_3	140	261

HY_plasmid_4	67	1372
HY_plasmid_4	188	142
HY_plasmid_4	128	310

HY_plasmid_5	23	96005
HY_plasmid_5	236	47
HY_plasmid_5	153	214

HY_plasmid_7	133	288
HY_plasmid_7	219	65
HY_plasmid_7	195	106
HY_plasmid_7	94	656
HY_plasmid_7	104	527
HY_plasmid_7	266	7
HY_plasmid_7	162	192

HY_plasmid_8	165	182
HY_plasmid_8	158	200
HY_plasmid_8	113	423
HY_plasmid_8	169	168
HY_plasmid_8	197	103
HY_plasmid_8	149	223
HY_plasmid_8	136	266
HY_plasmid_8	253	15
HY_plasmid_8	34	59457
HY_plasmid_8	147	228
HY_plasmid_8	41	40377
HY_plasmid_8	167	170

HY_plasmid_9	69	1329
HY_plasmid_9	32	68809

HY_plasmid_22	76	1051
HY_plasmid_22	106	507
HY_plasmid_22	153	214

