plasmid	contig	contig_len
HY_plasmid_0	324	134
HY_plasmid_0	444	10
HY_plasmid_0	60	6131
HY_plasmid_0	382	63

HY_plasmid_1	146	474
HY_plasmid_1	63	5631
HY_plasmid_1	382	63
HY_plasmid_1	208	261

HY_plasmid_2	110	927
HY_plasmid_2	54	8097
HY_plasmid_2	199	285
HY_plasmid_2	40	17552
HY_plasmid_2	230	223
HY_plasmid_2	61	5873
HY_plasmid_2	314	139
HY_plasmid_2	41	17235
HY_plasmid_2	382	63
HY_plasmid_2	208	261

HY_plasmid_4	132	558
HY_plasmid_4	230	223
HY_plasmid_4	69	4675

HY_plasmid_5	208	261
HY_plasmid_5	382	63
HY_plasmid_5	80	2735
HY_plasmid_5	407	43
HY_plasmid_5	26	51101
HY_plasmid_5	199	285
HY_plasmid_5	74	3684
HY_plasmid_5	90	1526

HY_plasmid_7	288	164
HY_plasmid_7	79	2839
HY_plasmid_7	71	4417
HY_plasmid_7	441	12
HY_plasmid_7	56	6712

HY_plasmid_9	324	134
HY_plasmid_9	444	10
HY_plasmid_9	345	117
HY_plasmid_9	42	15522

HY_plasmid_11	83	2639
HY_plasmid_11	64	5469

HY_plasmid_12	85	2113

HY_plasmid_13	89	1552

HY_plasmid_15	156	409
HY_plasmid_15	337	128
HY_plasmid_15	437	16
HY_plasmid_15	243	206
HY_plasmid_15	161	385
HY_plasmid_15	273	174
HY_plasmid_15	81	2725
HY_plasmid_15	440	13
HY_plasmid_15	102	1015
HY_plasmid_15	55	7183
HY_plasmid_15	299	155
HY_plasmid_15	106	973
HY_plasmid_15	326	133
HY_plasmid_15	361	98
HY_plasmid_15	282	167
HY_plasmid_15	178	331
HY_plasmid_15	309	143
HY_plasmid_15	35	26272
HY_plasmid_15	324	134

HY_plasmid_16	320	136
HY_plasmid_16	114	785
HY_plasmid_16	290	161
HY_plasmid_16	393	58
HY_plasmid_16	367	86
HY_plasmid_16	342	120
HY_plasmid_16	366	87
HY_plasmid_16	177	338
HY_plasmid_16	337	128
HY_plasmid_16	84	2136
HY_plasmid_16	110	927

HY_plasmid_17	100	1109
HY_plasmid_17	135	537
HY_plasmid_17	295	157
HY_plasmid_17	21	68106
HY_plasmid_17	254	191
HY_plasmid_17	427	21
HY_plasmid_17	200	279
HY_plasmid_17	255	190
HY_plasmid_17	306	145
HY_plasmid_17	117	746
HY_plasmid_17	330	132
HY_plasmid_17	33	27097
HY_plasmid_17	207	262

HY_plasmid_18	91	1506

HY_plasmid_32	347	110
HY_plasmid_32	87	1673

