plasmid	contig	contig_len
HY_plasmid_1	259	141
HY_plasmid_1	219	194
HY_plasmid_1	349	23
HY_plasmid_1	280	117
HY_plasmid_1	180	284
HY_plasmid_1	240	161
HY_plasmid_1	276	122
HY_plasmid_1	282	115
HY_plasmid_1	149	406
HY_plasmid_1	247	156
HY_plasmid_1	151	381
HY_plasmid_1	319	48
HY_plasmid_1	202	235
HY_plasmid_1	310	70
HY_plasmid_1	367	13
HY_plasmid_1	69	5331
HY_plasmid_1	275	127
HY_plasmid_1	53	11156
HY_plasmid_1	253	148
HY_plasmid_1	216	203
HY_plasmid_1	352	22
HY_plasmid_1	146	428
HY_plasmid_1	248	155

HY_plasmid_2	248	155
HY_plasmid_2	146	428
HY_plasmid_2	291	102
HY_plasmid_2	312	62
HY_plasmid_2	175	290
HY_plasmid_2	299	83
HY_plasmid_2	166	308
HY_plasmid_2	234	176
HY_plasmid_2	119	618
HY_plasmid_2	131	513
HY_plasmid_2	49	13829
HY_plasmid_2	251	152
HY_plasmid_2	296	90
HY_plasmid_2	283	114
HY_plasmid_2	156	366
HY_plasmid_2	260	140

HY_plasmid_5	93	961
HY_plasmid_5	81	1636
HY_plasmid_5	103	826
HY_plasmid_5	83	1353
HY_plasmid_5	147	424
HY_plasmid_5	96	937
HY_plasmid_5	25	70662
HY_plasmid_5	86	1312
HY_plasmid_5	51	13017
HY_plasmid_5	310	70
HY_plasmid_5	202	235
HY_plasmid_5	319	48
HY_plasmid_5	151	381
HY_plasmid_5	247	156
HY_plasmid_5	149	406
HY_plasmid_5	282	115
HY_plasmid_5	300	81
HY_plasmid_5	330	40

HY_plasmid_6	142	457
HY_plasmid_6	40	24337
HY_plasmid_6	85	1331
HY_plasmid_6	333	39
HY_plasmid_6	262	138
HY_plasmid_6	119	618
HY_plasmid_6	131	513
HY_plasmid_6	56	9629
HY_plasmid_6	77	2455
HY_plasmid_6	39	25577
HY_plasmid_6	86	1312
HY_plasmid_6	30	43979
HY_plasmid_6	132	512
HY_plasmid_6	110	690
HY_plasmid_6	235	172
HY_plasmid_6	275	127
HY_plasmid_6	159	331

HY_plasmid_7	291	102
HY_plasmid_7	311	62
HY_plasmid_7	175	290
HY_plasmid_7	298	83
HY_plasmid_7	166	308
HY_plasmid_7	61	8761
HY_plasmid_7	216	203
HY_plasmid_7	125	561
HY_plasmid_7	152	380
HY_plasmid_7	191	261

HY_plasmid_8	85	1331
HY_plasmid_8	333	39
HY_plasmid_8	262	138
HY_plasmid_8	119	618
HY_plasmid_8	131	513
HY_plasmid_8	63	6833
HY_plasmid_8	202	235
HY_plasmid_8	319	48
HY_plasmid_8	259	141

HY_plasmid_9	78	1983

HY_plasmid_11	279	118
HY_plasmid_11	95	937
HY_plasmid_11	253	148
HY_plasmid_11	216	203
HY_plasmid_11	358	18
HY_plasmid_11	125	561
HY_plasmid_11	44	16392
HY_plasmid_11	131	513
HY_plasmid_11	119	618
HY_plasmid_11	262	138
HY_plasmid_11	333	39
HY_plasmid_11	72	4534
HY_plasmid_11	145	429
HY_plasmid_11	80	1666
HY_plasmid_11	271	131
HY_plasmid_11	37	27807
HY_plasmid_11	100	902

HY_plasmid_12	65	5858
HY_plasmid_12	222	190

HY_plasmid_14	181	284
HY_plasmid_14	162	325
HY_plasmid_14	237	162
HY_plasmid_14	77	2455
HY_plasmid_14	127	548
HY_plasmid_14	76	3414
HY_plasmid_14	279	118
HY_plasmid_14	143	452
HY_plasmid_14	167	306
HY_plasmid_14	106	761
HY_plasmid_14	110	690

HY_plasmid_19	281	116
HY_plasmid_19	349	23
HY_plasmid_19	221	190
HY_plasmid_19	54	10740
HY_plasmid_19	86	1312
HY_plasmid_19	36	29234
HY_plasmid_19	191	261

