plasmid	contig	contig_len
HY_plasmid_0	127	172
HY_plasmid_0	173	81
HY_plasmid_0	92	358
HY_plasmid_0	31	26872
HY_plasmid_0	60	1331
HY_plasmid_0	45	4968
HY_plasmid_0	138	160
HY_plasmid_0	129	171
HY_plasmid_0	33	17166
HY_plasmid_0	153	127
HY_plasmid_0	171	91
HY_plasmid_0	144	147
HY_plasmid_0	56	1953

HY_plasmid_1	144	147
HY_plasmid_1	171	91
HY_plasmid_1	153	127
HY_plasmid_1	41	8679
HY_plasmid_1	54	2360

HY_plasmid_2	86	403
HY_plasmid_2	25	39749
HY_plasmid_2	95	338

HY_plasmid_3	95	338
HY_plasmid_3	50	3167
HY_plasmid_3	54	2360

HY_plasmid_4	48	3802
HY_plasmid_4	54	2360

HY_plasmid_5	95	338
HY_plasmid_5	36	14031
HY_plasmid_5	145	141

HY_plasmid_6	86	403
HY_plasmid_6	40	12138

HY_plasmid_7	86	403
HY_plasmid_7	75	641
HY_plasmid_7	58	1365
HY_plasmid_7	133	167
HY_plasmid_7	76	558
HY_plasmid_7	90	389
HY_plasmid_7	39	12257

HY_plasmid_8	118	200
HY_plasmid_8	30	28738
HY_plasmid_8	171	91
HY_plasmid_8	145	141

HY_plasmid_18	158	118
HY_plasmid_18	51	2989
HY_plasmid_18	196	40
HY_plasmid_18	46	4110

HY_plasmid_23	53	2581

