plasmid	contig	contig_len
HY_plasmid_0	117	307
HY_plasmid_0	43	15122
HY_plasmid_0	111	344
HY_plasmid_0	89	705
HY_plasmid_0	176	132
HY_plasmid_0	37	23870
HY_plasmid_0	202	91
HY_plasmid_0	126	277
HY_plasmid_0	238	11
HY_plasmid_0	210	65
HY_plasmid_0	155	174

HY_plasmid_1	164	149
HY_plasmid_1	51	8708

HY_plasmid_2	155	174
HY_plasmid_2	210	65
HY_plasmid_2	238	11
HY_plasmid_2	126	277
HY_plasmid_2	202	91
HY_plasmid_2	49	10047

HY_plasmid_3	155	174
HY_plasmid_3	210	65
HY_plasmid_3	238	11
HY_plasmid_3	126	277
HY_plasmid_3	202	91
HY_plasmid_3	50	9728

HY_plasmid_4	164	149
HY_plasmid_4	25	56832

HY_plasmid_5	149	192
HY_plasmid_5	187	115
HY_plasmid_5	180	128
HY_plasmid_5	200	93
HY_plasmid_5	35	25438
HY_plasmid_5	223	37

HY_plasmid_9	84	931
HY_plasmid_9	183	125
HY_plasmid_9	89	705
HY_plasmid_9	111	344

HY_plasmid_11	207	69
HY_plasmid_11	139	224
HY_plasmid_11	233	15
HY_plasmid_11	74	1438

