plasmid	contig	contig_len
HY_plasmid_0	99	428
HY_plasmid_0	184	82
HY_plasmid_0	49	7676
HY_plasmid_0	65	2581
HY_plasmid_0	33	33760
HY_plasmid_0	64	2699
HY_plasmid_0	41	19781
HY_plasmid_0	81	820
HY_plasmid_0	57	4386
HY_plasmid_0	69	1916
HY_plasmid_0	25	65559
HY_plasmid_0	183	82

HY_plasmid_1	34	32950

HY_plasmid_2	81	820
HY_plasmid_2	78	1040

HY_plasmid_3	83	799
HY_plasmid_3	39	23796
HY_plasmid_3	88	620
HY_plasmid_3	17	93762
HY_plasmid_3	79	1036
HY_plasmid_3	70	1575
HY_plasmid_3	143	168
HY_plasmid_3	63	2774

HY_plasmid_4	120	257
HY_plasmid_4	45	15522

HY_plasmid_8	125	218
HY_plasmid_8	72	1463

HY_plasmid_9	110	310
HY_plasmid_9	72	1463

HY_plasmid_16	223	5
HY_plasmid_16	62	2788
HY_plasmid_16	202	57
HY_plasmid_16	158	136
HY_plasmid_16	191	68
HY_plasmid_16	173	102
HY_plasmid_16	215	21
HY_plasmid_16	137	185

HY_plasmid_19	183	82
HY_plasmid_19	51	6745
HY_plasmid_19	65	2581
HY_plasmid_19	67	2328
HY_plasmid_19	43	17021
HY_plasmid_19	150	152
HY_plasmid_19	212	24
HY_plasmid_19	139	178

