plasmid	contig	contig_len
HY_plasmid_0	120	148
HY_plasmid_0	29	40060
HY_plasmid_0	123	137
HY_plasmid_0	83	342
HY_plasmid_0	50	2347
HY_plasmid_0	125	131
HY_plasmid_0	159	43
HY_plasmid_0	88	290
HY_plasmid_0	149	60
HY_plasmid_0	119	150
HY_plasmid_0	44	9006
HY_plasmid_0	112	175
HY_plasmid_0	165	22
HY_plasmid_0	85	315

HY_plasmid_1	42	15175
HY_plasmid_1	55	1341
HY_plasmid_1	21	81250

HY_plasmid_5	123	137
HY_plasmid_5	83	342
HY_plasmid_5	86	312
HY_plasmid_5	99	213
HY_plasmid_5	109	179
HY_plasmid_5	52	1577
HY_plasmid_5	79	363
HY_plasmid_5	57	1259

