plasmid	contig	contig_len
PBF_P1	81	4656

PBF_P2	88	2640
PBF_P2	59	16946
PBF_P2	105	599
PBF_P2	111	450
PBF_P2	67	11415
PBF_P2	127	173

PBF_P3	31	55101
PBF_P3	146	112
PBF_P3	108	536
PBF_P3	184	13
PBF_P3	136	133
PBF_P3	88	2640
PBF_P3	158	64
PBF_P3	87	2735
PBF_P3	91	1826
PBF_P3	151	82
PBF_P3	113	332
PBF_P3	182	23
PBF_P3	173	39
PBF_P3	104	701
PBF_P3	135	134
PBF_P3	56	21945
PBF_P3	213	1
PBF_P3	159	63
PBF_P3	176	35
PBF_P3	160	61
PBF_P3	171	43
PBF_P3	179	25
PBF_P3	121	200
PBF_P3	65	12677

PBF_P4	84	4088

