plasmid	contig	contig_len
HY_plasmid_0	135	134
HY_plasmid_0	188	10
HY_plasmid_0	74	8413

HY_plasmid_1	146	112
HY_plasmid_1	176	35
HY_plasmid_1	90	1972
HY_plasmid_1	179	25
HY_plasmid_1	173	39
HY_plasmid_1	121	200
HY_plasmid_1	182	23
HY_plasmid_1	160	61
HY_plasmid_1	56	21945
HY_plasmid_1	105	599
HY_plasmid_1	127	173
HY_plasmid_1	111	450
HY_plasmid_1	59	16946
HY_plasmid_1	88	2640
HY_plasmid_1	71	9740
HY_plasmid_1	97	1420
HY_plasmid_1	75	7916
HY_plasmid_1	117	238

HY_plasmid_2	179	25
HY_plasmid_2	173	39
HY_plasmid_2	121	200
HY_plasmid_2	151	82
HY_plasmid_2	87	2735
HY_plasmid_2	171	43
HY_plasmid_2	31	55101

HY_plasmid_3	122	199
HY_plasmid_3	41	31310

HY_plasmid_4	135	134
HY_plasmid_4	158	64
HY_plasmid_4	159	63
HY_plasmid_4	91	1826
HY_plasmid_4	136	133
HY_plasmid_4	113	332
HY_plasmid_4	108	536
HY_plasmid_4	65	12677
HY_plasmid_4	165	54
HY_plasmid_4	188	10

HY_plasmid_5	135	134
HY_plasmid_5	188	10
HY_plasmid_5	165	54
HY_plasmid_5	159	63
HY_plasmid_5	66	12138
HY_plasmid_5	158	64

HY_plasmid_6	77	7094
HY_plasmid_6	159	63
HY_plasmid_6	165	54
HY_plasmid_6	188	10
HY_plasmid_6	135	134

HY_plasmid_7	127	173
HY_plasmid_7	105	599
HY_plasmid_7	67	11415
HY_plasmid_7	163	60
HY_plasmid_7	182	23
HY_plasmid_7	121	200
HY_plasmid_7	173	39
HY_plasmid_7	179	25

HY_plasmid_8	135	134
HY_plasmid_8	188	10
HY_plasmid_8	165	54
HY_plasmid_8	159	63
HY_plasmid_8	30	55347

HY_plasmid_9	78	4936

HY_plasmid_10	135	134
HY_plasmid_10	188	10
HY_plasmid_10	165	54
HY_plasmid_10	159	63
HY_plasmid_10	62	14208
HY_plasmid_10	158	64

HY_plasmid_11	179	25
HY_plasmid_11	173	39
HY_plasmid_11	121	200
HY_plasmid_11	182	23
HY_plasmid_11	160	61
HY_plasmid_11	76	7637
HY_plasmid_11	159	63
HY_plasmid_11	165	54
HY_plasmid_11	188	10
HY_plasmid_11	135	134

HY_plasmid_12	92	1557

HY_plasmid_13	81	4656

HY_plasmid_14	95	1506

HY_plasmid_29	86	2778
HY_plasmid_29	157	64

HY_plasmid_32	159	63
HY_plasmid_32	37	42845
HY_plasmid_32	88	2640
HY_plasmid_32	104	701
HY_plasmid_32	158	64
HY_plasmid_32	135	134

