plasmid	contig	contig_len
HY_plasmid_0	65	3609

HY_plasmid_2	203	184
HY_plasmid_2	117	502
HY_plasmid_2	45	23184
HY_plasmid_2	171	229
HY_plasmid_2	295	35
HY_plasmid_2	135	387

HY_plasmid_3	26	60124
HY_plasmid_3	276	64
HY_plasmid_3	242	133
HY_plasmid_3	123	461
HY_plasmid_3	317	18
HY_plasmid_3	286	49

HY_plasmid_4	70	1573

HY_plasmid_5	281	63
HY_plasmid_5	59	5523
HY_plasmid_5	123	461
HY_plasmid_5	286	49
HY_plasmid_5	280	63
HY_plasmid_5	55	8985
HY_plasmid_5	276	64
HY_plasmid_5	242	133

HY_plasmid_8	170	245
HY_plasmid_8	219	157
HY_plasmid_8	31	45404
HY_plasmid_8	281	63
HY_plasmid_8	286	49
HY_plasmid_8	123	461
HY_plasmid_8	242	133
HY_plasmid_8	278	64
HY_plasmid_8	18	89212
HY_plasmid_8	82	1201
HY_plasmid_8	9	178272

