plasmid	contig	contig_len
HY_plasmid_0	420	5
HY_plasmid_0	296	130
HY_plasmid_0	411	10
HY_plasmid_0	61	6094
HY_plasmid_0	406	13
HY_plasmid_0	259	157

HY_plasmid_1	340	87
HY_plasmid_1	397	16
HY_plasmid_1	364	48
HY_plasmid_1	262	155
HY_plasmid_1	259	157
HY_plasmid_1	408	13
HY_plasmid_1	112	1112
HY_plasmid_1	254	165
HY_plasmid_1	74	3510
HY_plasmid_1	120	758
HY_plasmid_1	334	91
HY_plasmid_1	287	137
HY_plasmid_1	351	69

HY_plasmid_2	186	297
HY_plasmid_2	426	2
HY_plasmid_2	153	451
HY_plasmid_2	239	188
HY_plasmid_2	294	131
HY_plasmid_2	316	112
HY_plasmid_2	288	135
HY_plasmid_2	281	139
HY_plasmid_2	164	404
HY_plasmid_2	305	119
HY_plasmid_2	45	17669
HY_plasmid_2	324	103
HY_plasmid_2	386	24
HY_plasmid_2	296	130
HY_plasmid_2	420	5

HY_plasmid_3	259	157
HY_plasmid_3	408	13
HY_plasmid_3	31	40197
HY_plasmid_3	82	2638
HY_plasmid_3	89	1969
HY_plasmid_3	93	1791
HY_plasmid_3	219	213
HY_plasmid_3	130	694
HY_plasmid_3	28	50263
HY_plasmid_3	366	43
HY_plasmid_3	80	2734
HY_plasmid_3	407	13
HY_plasmid_3	262	155
HY_plasmid_3	358	64
HY_plasmid_3	341	87
HY_plasmid_3	372	36
HY_plasmid_3	296	130
HY_plasmid_3	411	10
HY_plasmid_3	404	14
HY_plasmid_3	324	103
HY_plasmid_3	47	15522
HY_plasmid_3	386	24
HY_plasmid_3	373	35

HY_plasmid_7	369	40
HY_plasmid_7	25	61663
HY_plasmid_7	82	2638
HY_plasmid_7	78	2781
HY_plasmid_7	262	155
HY_plasmid_7	364	48
HY_plasmid_7	397	16
HY_plasmid_7	340	87
HY_plasmid_7	376	31
HY_plasmid_7	420	5
HY_plasmid_7	296	130
HY_plasmid_7	411	10
HY_plasmid_7	404	14
HY_plasmid_7	324	103
HY_plasmid_7	128	701
HY_plasmid_7	60	6654
HY_plasmid_7	53	9875
HY_plasmid_7	84	2454
HY_plasmid_7	23	67302
HY_plasmid_7	277	141

HY_plasmid_8	272	147
HY_plasmid_8	215	226
HY_plasmid_8	82	2638
HY_plasmid_8	60	6654
HY_plasmid_8	121	755
HY_plasmid_8	97	1559

HY_plasmid_11	79	2768
HY_plasmid_11	130	694
HY_plasmid_11	219	213
HY_plasmid_11	93	1791
HY_plasmid_11	412	9
HY_plasmid_11	242	182
HY_plasmid_11	69	4514
HY_plasmid_11	163	410
HY_plasmid_11	70	4491
HY_plasmid_11	303	121
HY_plasmid_11	342	86
HY_plasmid_11	125	725
HY_plasmid_11	333	91
HY_plasmid_11	107	1174
HY_plasmid_11	266	153

HY_plasmid_13	98	1552

HY_plasmid_14	99	1506

HY_plasmid_15	264	154
HY_plasmid_15	330	97
HY_plasmid_15	245	179
HY_plasmid_15	106	1214
HY_plasmid_15	256	161

HY_plasmid_16	341	87
HY_plasmid_16	358	64
HY_plasmid_16	262	155
HY_plasmid_16	259	157
HY_plasmid_16	407	13
HY_plasmid_16	72	3870
HY_plasmid_16	75	3482

HY_plasmid_26	111	1112
HY_plasmid_26	241	188
HY_plasmid_26	77	3031
HY_plasmid_26	356	64
HY_plasmid_26	265	154
HY_plasmid_26	418	6
HY_plasmid_26	71	4213

