plasmid	contig	contig_len
HY_plasmid_0	232	51
HY_plasmid_0	77	4236
HY_plasmid_0	213	67

HY_plasmid_1	171	142
HY_plasmid_1	68	6651

HY_plasmid_2	83	2282
HY_plasmid_2	213	67

HY_plasmid_3	156	171
HY_plasmid_3	69	5958
HY_plasmid_3	191	105
HY_plasmid_3	158	167
HY_plasmid_3	283	4
HY_plasmid_3	190	116

HY_plasmid_4	190	116
HY_plasmid_4	283	4
HY_plasmid_4	48	22676
HY_plasmid_4	160	166
HY_plasmid_4	105	679
HY_plasmid_4	213	67

HY_plasmid_5	213	67
HY_plasmid_5	71	5465
HY_plasmid_5	219	64
HY_plasmid_5	177	134
HY_plasmid_5	220	64

HY_plasmid_6	114	444
HY_plasmid_6	177	134
HY_plasmid_6	243	36
HY_plasmid_6	251	28
HY_plasmid_6	210	70
HY_plasmid_6	252	26
HY_plasmid_6	216	65
HY_plasmid_6	163	161
HY_plasmid_6	229	54
HY_plasmid_6	213	67
HY_plasmid_6	82	2734
HY_plasmid_6	238	43
HY_plasmid_6	31	52748
HY_plasmid_6	136	206
HY_plasmid_6	259	16
HY_plasmid_6	113	477

HY_plasmid_7	229	54
HY_plasmid_7	213	67
HY_plasmid_7	50	18705
HY_plasmid_7	148	185
HY_plasmid_7	32	52686
HY_plasmid_7	111	516
HY_plasmid_7	132	275
HY_plasmid_7	215	65
HY_plasmid_7	157	169
HY_plasmid_7	101	936
HY_plasmid_7	163	161
HY_plasmid_7	216	65

HY_plasmid_8	181	129
HY_plasmid_8	38	38077
HY_plasmid_8	136	206
HY_plasmid_8	258	16
HY_plasmid_8	113	477

HY_plasmid_9	220	64
HY_plasmid_9	177	134
HY_plasmid_9	237	50
HY_plasmid_9	265	14
HY_plasmid_9	222	64
HY_plasmid_9	55	15520
HY_plasmid_9	232	51
HY_plasmid_9	269	13
HY_plasmid_9	219	64
HY_plasmid_9	243	36
HY_plasmid_9	251	28
HY_plasmid_9	277	10
HY_plasmid_9	200	86
HY_plasmid_9	216	65
HY_plasmid_9	163	161
HY_plasmid_9	93	1266
HY_plasmid_9	210	70

HY_plasmid_10	277	10
HY_plasmid_10	200	86
HY_plasmid_10	216	65
HY_plasmid_10	163	161
HY_plasmid_10	229	54
HY_plasmid_10	213	67
HY_plasmid_10	78	3389
HY_plasmid_10	157	169
HY_plasmid_10	214	65
HY_plasmid_10	132	275
HY_plasmid_10	111	516
HY_plasmid_10	195	93
HY_plasmid_10	64	8390
HY_plasmid_10	237	50
HY_plasmid_10	177	134
HY_plasmid_10	220	64

HY_plasmid_11	241	39
HY_plasmid_11	111	516
HY_plasmid_11	195	93
HY_plasmid_11	90	1297
HY_plasmid_11	160	166
HY_plasmid_11	72	5413
HY_plasmid_11	131	305
HY_plasmid_11	60	11143
HY_plasmid_11	233	51
HY_plasmid_11	269	13
HY_plasmid_11	219	64
HY_plasmid_11	177	134
HY_plasmid_11	220	64

HY_plasmid_15	94	1258
HY_plasmid_15	212	67
HY_plasmid_15	148	185
HY_plasmid_15	152	180

