plasmid	contig	contig_len
GT_2	32	52686
GT_2	50	18705
GT_2	60	11143
GT_2	64	8390
GT_2	65	7485
GT_2	67	6999
GT_2	69	5958
GT_2	71	5465
GT_2	72	5413
GT_2	77	4236
GT_2	78	3389
GT_2	80	3255
GT_2	90	1297
GT_2	93	1266
GT_2	94	1258
GT_2	97	1056
GT_2	101	936
GT_2	103	903
GT_2	111	516
GT_2	114	444
GT_2	125	363
GT_2	130	313
GT_2	131	305
GT_2	132	275
GT_2	148	185
GT_2	152	180
GT_2	155	174
GT_2	156	171
GT_2	157	169
GT_2	158	167
GT_2	160	166
GT_2	163	161
GT_2	177	134
GT_2	181	129
GT_2	190	116
GT_2	191	105
GT_2	192	105

GT_3	31	52748
GT_3	38	38077
GT_3	48	22676
GT_3	55	15520
GT_3	68	6651
GT_3	82	2734
GT_3	83	2282
GT_3	103	903
GT_3	105	679
GT_3	113	477
GT_3	130	313
GT_3	136	206
GT_3	139	202
GT_3	155	174
GT_3	156	171
GT_3	158	167
GT_3	160	166
GT_3	163	161
GT_3	171	142
GT_3	177	134
GT_3	181	129
GT_3	190	116
GT_3	191	105
GT_3	192	105

GT_4	73	5386

