plasmid	contig	contig_len
HY_plasmid_1	141	228
HY_plasmid_1	242	2
HY_plasmid_1	182	130
HY_plasmid_1	220	32
HY_plasmid_1	142	224
HY_plasmid_1	41	17870
HY_plasmid_1	84	1225
HY_plasmid_1	33	37401
HY_plasmid_1	183	129
HY_plasmid_1	161	166
HY_plasmid_1	175	143
HY_plasmid_1	105	574
HY_plasmid_1	169	148
HY_plasmid_1	110	544
HY_plasmid_1	243	2
HY_plasmid_1	109	550
HY_plasmid_1	76	1954
HY_plasmid_1	51	10492
HY_plasmid_1	86	1160
HY_plasmid_1	48	13424
HY_plasmid_1	235	12

HY_plasmid_4	214	36
HY_plasmid_4	119	415
HY_plasmid_4	201	66
HY_plasmid_4	224	24
HY_plasmid_4	152	181
HY_plasmid_4	45	15522
HY_plasmid_4	225	24
HY_plasmid_4	200	66

HY_plasmid_5	137	265
HY_plasmid_5	30	42354
HY_plasmid_5	152	181
HY_plasmid_5	224	24
HY_plasmid_5	201	66
HY_plasmid_5	119	415
HY_plasmid_5	214	36

HY_plasmid_8	134	286
HY_plasmid_8	197	81
HY_plasmid_8	75	2010
HY_plasmid_8	82	1261
HY_plasmid_8	162	165
HY_plasmid_8	109	550
HY_plasmid_8	122	392
HY_plasmid_8	142	224
HY_plasmid_8	62	5373
HY_plasmid_8	155	176

