plasmid	contig	contig_len
HY_plasmid_0	162	267
HY_plasmid_0	20	96568
HY_plasmid_0	93	623
HY_plasmid_0	95	598
HY_plasmid_0	265	81
HY_plasmid_0	57	6570
HY_plasmid_0	32	32422
HY_plasmid_0	52	11318
HY_plasmid_0	91	695
HY_plasmid_0	179	213
HY_plasmid_0	70	1791
HY_plasmid_0	83	877
HY_plasmid_0	62	3982
HY_plasmid_0	68	2454
HY_plasmid_0	63	3870
HY_plasmid_0	325	13
HY_plasmid_0	124	384
HY_plasmid_0	319	16
HY_plasmid_0	221	144
HY_plasmid_0	272	64
HY_plasmid_0	218	148
HY_plasmid_0	45	15522
HY_plasmid_0	273	64

HY_plasmid_2	94	612
HY_plasmid_2	48	14471
HY_plasmid_2	91	695
HY_plasmid_2	179	213
HY_plasmid_2	70	1791
HY_plasmid_2	27	53076
HY_plasmid_2	325	13
HY_plasmid_2	124	384
HY_plasmid_2	319	16
HY_plasmid_2	221	144
HY_plasmid_2	273	64
HY_plasmid_2	218	148
HY_plasmid_2	316	18

HY_plasmid_5	220	145
HY_plasmid_5	61	4215

HY_plasmid_7	79	1097
HY_plasmid_7	265	81
HY_plasmid_7	95	598
HY_plasmid_7	93	623
HY_plasmid_7	65	3152
HY_plasmid_7	330	6
HY_plasmid_7	177	218
HY_plasmid_7	66	3031
HY_plasmid_7	155	280
HY_plasmid_7	78	1112

