plasmid	contig	contig_len
HY_plasmid_0	55	1953
HY_plasmid_0	134	146
HY_plasmid_0	159	92
HY_plasmid_0	142	127
HY_plasmid_0	34	17166
HY_plasmid_0	121	171
HY_plasmid_0	128	160
HY_plasmid_0	44	4968
HY_plasmid_0	58	1331
HY_plasmid_0	31	26872
HY_plasmid_0	86	358
HY_plasmid_0	163	81
HY_plasmid_0	118	172

HY_plasmid_1	134	146
HY_plasmid_1	159	92
HY_plasmid_1	142	127
HY_plasmid_1	40	8679
HY_plasmid_1	53	2360

HY_plasmid_2	89	338
HY_plasmid_2	25	39749
HY_plasmid_2	80	403

HY_plasmid_3	89	338
HY_plasmid_3	49	3167
HY_plasmid_3	53	2360

HY_plasmid_4	53	2360
HY_plasmid_4	47	3802

HY_plasmid_5	135	140
HY_plasmid_5	36	14032
HY_plasmid_5	89	338

HY_plasmid_6	80	403
HY_plasmid_6	39	12138

HY_plasmid_7	80	403
HY_plasmid_7	73	641
HY_plasmid_7	56	1365
HY_plasmid_7	123	167
HY_plasmid_7	74	558
HY_plasmid_7	84	389
HY_plasmid_7	38	12257

HY_plasmid_8	135	140
HY_plasmid_8	159	92
HY_plasmid_8	30	28738
HY_plasmid_8	111	200

HY_plasmid_23	52	2581

