plasmid	contig	contig_len
HY_plasmid_0	107	563
HY_plasmid_0	61	6566
HY_plasmid_0	189	85

HY_plasmid_1	54	11736
HY_plasmid_1	119	405
HY_plasmid_1	89	926
HY_plasmid_1	26	58264
HY_plasmid_1	165	155

HY_plasmid_2	92	814
HY_plasmid_2	187	91
HY_plasmid_2	170	147
HY_plasmid_2	182	100
HY_plasmid_2	169	147
HY_plasmid_2	59	7409
HY_plasmid_2	76	1565
HY_plasmid_2	47	17223
HY_plasmid_2	155	193
HY_plasmid_2	146	235
HY_plasmid_2	79	1283
HY_plasmid_2	202	52
HY_plasmid_2	159	171
HY_plasmid_2	140	256
HY_plasmid_2	144	242

HY_plasmid_3	15	100424

HY_plasmid_5	227	6
HY_plasmid_5	124	388
HY_plasmid_5	223	8
HY_plasmid_5	71	2938
HY_plasmid_5	196	76
HY_plasmid_5	176	129
HY_plasmid_5	178	125
HY_plasmid_5	18	90568
HY_plasmid_5	94	782
HY_plasmid_5	25	61140
HY_plasmid_5	177	127
HY_plasmid_5	105	619
HY_plasmid_5	217	23
HY_plasmid_5	17	93021
HY_plasmid_5	119	405
HY_plasmid_5	89	926
HY_plasmid_5	24	63289
HY_plasmid_5	183	98
HY_plasmid_5	90	845

HY_plasmid_14	78	1426
HY_plasmid_14	117	432

HY_plasmid_24	98	713
HY_plasmid_24	188	88
HY_plasmid_24	177	127
HY_plasmid_24	105	619

HY_plasmid_27	163	156
HY_plasmid_27	142	249
HY_plasmid_27	71	2938
HY_plasmid_27	193	77

